accident,where,year,date,time,whether,state
負傷,神戸市垂水区,2018,726,6,晴,乾燥
負傷,神戸市垂水区,2018,901,11,曇,乾燥
負傷,神戸市垂水区,2018,901,11,曇,乾燥
負傷,神戸市垂水区,2018,901,16,曇,乾燥
負傷,神戸市垂水区,2018,707,13,雨,湿潤
負傷,神戸市垂水区,2018,902,16,晴,乾燥
負傷,神戸市垂水区,2018,902,18,晴,乾燥
負傷,神戸市垂水区,2018,903,9,晴,乾燥
負傷,神戸市垂水区,2018,905,13,晴,乾燥
負傷,神戸市垂水区,2018,905,14,晴,乾燥
負傷,神戸市垂水区,2018,905,17,晴,乾燥
負傷,神戸市垂水区,2018,906,8,晴,乾燥
負傷,神戸市垂水区,2018,906,15,晴,乾燥
負傷,神戸市垂水区,2018,906,15,晴,乾燥
負傷,神戸市垂水区,2018,906,18,曇,乾燥
負傷,神戸市垂水区,2018,906,20,曇,乾燥
負傷,神戸市垂水区,2018,906,20,曇,湿潤
負傷,神戸市垂水区,2018,907,6,雨,湿潤
負傷,神戸市垂水区,2018,907,17,曇,乾燥
負傷,神戸市垂水区,2018,907,22,雨,湿潤
負傷,神戸市垂水区,2018,908,9,雨,湿潤
負傷,神戸市垂水区,2018,908,17,雨,湿潤
負傷,神戸市垂水区,2018,909,10,雨,湿潤
負傷,神戸市垂水区,2018,909,15,雨,湿潤
負傷,神戸市垂水区,2018,909,15,雨,湿潤
負傷,神戸市垂水区,2018,909,22,雨,湿潤
負傷,神戸市垂水区,2018,910,16,晴,乾燥
負傷,神戸市垂水区,2018,911,17,晴,乾燥
負傷,神戸市垂水区,2018,911,17,晴,乾燥
負傷,神戸市垂水区,2018,911,20,晴,乾燥
負傷,神戸市垂水区,2018,831,16,晴,乾燥
負傷,神戸市垂水区,2018,912,8,曇,湿潤
負傷,神戸市垂水区,2018,912,9,曇,乾燥
負傷,神戸市垂水区,2018,912,15,曇,乾燥
負傷,神戸市垂水区,2018,912,18,曇,乾燥
負傷,神戸市垂水区,2018,907,6,晴,湿潤
負傷,神戸市垂水区,2018,912,23,曇,乾燥
負傷,神戸市垂水区,2018,913,10,晴,乾燥
負傷,神戸市垂水区,2018,913,8,曇,乾燥
負傷,神戸市垂水区,2018,913,13,曇,乾燥
負傷,神戸市垂水区,2018,913,16,曇,乾燥
負傷,神戸市垂水区,2018,913,17,雨,湿潤
負傷,神戸市垂水区,2018,914,7,曇,乾燥
負傷,神戸市垂水区,2018,914,11,曇,乾燥
負傷,神戸市垂水区,2018,914,13,晴,乾燥
負傷,神戸市垂水区,2018,914,14,曇,乾燥
負傷,神戸市垂水区,2018,914,19,雨,湿潤
負傷,神戸市垂水区,2018,914,19,雨,湿潤
負傷,神戸市垂水区,2018,915,14,曇,乾燥
負傷,神戸市垂水区,2018,916,10,晴,非舗装
負傷,神戸市垂水区,2018,916,10,晴,乾燥
負傷,神戸市垂水区,2018,916,13,晴,乾燥
負傷,神戸市垂水区,2018,917,19,曇,乾燥
負傷,神戸市垂水区,2018,919,3,晴,乾燥
負傷,神戸市垂水区,2018,919,15,晴,乾燥
負傷,神戸市垂水区,2018,919,18,晴,乾燥
負傷,神戸市垂水区,2018,919,19,晴,乾燥
負傷,神戸市垂水区,2018,920,9,雨,湿潤
負傷,神戸市垂水区,2018,920,13,雨,湿潤
負傷,神戸市垂水区,2018,915,16,晴,乾燥
負傷,神戸市垂水区,2018,920,16,雨,湿潤
負傷,神戸市垂水区,2018,920,23,雨,湿潤
負傷,神戸市垂水区,2018,921,13,晴,乾燥
負傷,神戸市垂水区,2018,921,18,晴,乾燥
負傷,神戸市垂水区,2018,920,20,曇,湿潤
負傷,神戸市垂水区,2018,920,20,雨,湿潤
負傷,神戸市垂水区,2018,921,6,雨,湿潤
負傷,神戸市垂水区,2018,922,9,晴,乾燥
負傷,神戸市垂水区,2018,922,12,晴,乾燥
負傷,神戸市垂水区,2018,922,20,晴,乾燥
負傷,神戸市垂水区,2018,923,13,晴,乾燥
負傷,神戸市垂水区,2018,923,17,晴,乾燥
負傷,神戸市垂水区,2018,924,15,晴,乾燥
負傷,神戸市垂水区,2018,924,17,晴,乾燥
負傷,神戸市垂水区,2018,925,13,曇,乾燥
負傷,神戸市垂水区,2018,925,14,曇,乾燥
負傷,神戸市垂水区,2018,926,10,晴,乾燥
負傷,神戸市垂水区,2018,926,15,晴,乾燥
負傷,神戸市垂水区,2018,926,17,雨,湿潤
負傷,神戸市垂水区,2018,926,17,雨,湿潤
負傷,神戸市垂水区,2018,927,7,曇,湿潤
負傷,神戸市垂水区,2018,927,14,曇,乾燥
負傷,神戸市垂水区,2018,928,12,晴,乾燥
負傷,神戸市垂水区,2018,928,20,晴,乾燥
負傷,神戸市垂水区,2018,929,0,曇,乾燥
負傷,神戸市垂水区,2018,929,9,雨,湿潤
負傷,神戸市垂水区,2018,929,22,雨,湿潤
負傷,神戸市垂水区,2018,927,15,雨,湿潤
負傷,神戸市垂水区,2018,1002,6,晴,乾燥
負傷,神戸市垂水区,2018,929,19,雨,湿潤
負傷,神戸市垂水区,2018,1005,10,晴,乾燥
負傷,神戸市垂水区,2018,1005,12,晴,乾燥
負傷,神戸市垂水区,2018,1005,16,晴,乾燥
負傷,神戸市垂水区,2018,1006,5,曇,乾燥
負傷,神戸市垂水区,2018,1006,9,曇,湿潤
負傷,神戸市垂水区,2018,1006,11,曇,乾燥
負傷,神戸市垂水区,2018,1006,11,晴,乾燥
負傷,神戸市垂水区,2018,1006,15,曇,乾燥
負傷,神戸市垂水区,2018,1006,15,晴,乾燥
負傷,神戸市垂水区,2018,1006,16,晴,乾燥
負傷,神戸市垂水区,2018,1007,13,晴,乾燥
負傷,神戸市垂水区,2018,929,10,曇,乾燥
負傷,神戸市垂水区,2018,1005,10,晴,乾燥
負傷,神戸市垂水区,2018,1005,11,晴,乾燥
負傷,神戸市垂水区,2018,1010,12,雨,湿潤
負傷,神戸市垂水区,2018,1010,17,雨,湿潤
負傷,神戸市垂水区,2018,1010,19,雨,湿潤
負傷,神戸市垂水区,2018,1011,7,雨,湿潤
負傷,神戸市垂水区,2018,1009,15,曇,乾燥
負傷,神戸市垂水区,2018,1011,11,曇,乾燥
負傷,神戸市垂水区,2018,1011,14,曇,湿潤
負傷,神戸市垂水区,2018,1012,18,曇,乾燥
負傷,神戸市垂水区,2018,1012,19,曇,乾燥
負傷,神戸市垂水区,2018,1012,22,曇,乾燥
負傷,神戸市垂水区,2018,1016,11,晴,乾燥
負傷,神戸市垂水区,2018,1017,6,晴,乾燥
負傷,神戸市垂水区,2018,1006,8,晴,湿潤
負傷,神戸市垂水区,2018,1017,14,晴,乾燥
負傷,神戸市垂水区,2018,1017,17,晴,乾燥
負傷,神戸市垂水区,2018,1017,20,晴,乾燥
負傷,神戸市垂水区,2018,1018,18,晴,乾燥
負傷,神戸市垂水区,2018,1019,18,晴,乾燥
負傷,神戸市垂水区,2018,1019,19,晴,乾燥
負傷,神戸市垂水区,2018,1020,7,曇,乾燥
負傷,神戸市垂水区,2018,1015,19,晴,乾燥
負傷,神戸市垂水区,2018,1015,20,晴,乾燥
負傷,神戸市垂水区,2018,1020,16,晴,乾燥
負傷,神戸市垂水区,2018,1020,17,晴,乾燥
負傷,神戸市垂水区,2018,1020,21,晴,乾燥
負傷,神戸市垂水区,2018,1021,7,晴,乾燥
負傷,神戸市垂水区,2018,1021,11,晴,乾燥
負傷,神戸市垂水区,2018,1022,8,晴,乾燥
負傷,神戸市垂水区,2018,1022,8,晴,乾燥
負傷,神戸市垂水区,2018,1022,8,晴,乾燥
負傷,神戸市垂水区,2018,1022,12,晴,乾燥
負傷,神戸市垂水区,2018,1023,10,曇,乾燥
負傷,神戸市垂水区,2018,1023,12,曇,乾燥
負傷,神戸市垂水区,2018,1024,14,晴,乾燥
負傷,神戸市垂水区,2018,1025,8,晴,乾燥
負傷,神戸市垂水区,2018,1025,11,晴,乾燥
負傷,神戸市垂水区,2018,1025,12,晴,乾燥
負傷,神戸市垂水区,2018,1025,13,晴,乾燥
負傷,神戸市垂水区,2018,1025,17,晴,乾燥
負傷,神戸市垂水区,2018,1025,19,晴,乾燥
負傷,神戸市垂水区,2018,1026,8,晴,乾燥
負傷,神戸市垂水区,2018,1026,16,曇,乾燥
負傷,神戸市垂水区,2018,1026,19,雨,湿潤
負傷,神戸市垂水区,2018,1026,19,雨,湿潤
負傷,神戸市垂水区,2018,1027,11,晴,乾燥
負傷,神戸市垂水区,2018,1028,2,晴,乾燥
負傷,神戸市垂水区,2018,1028,16,晴,乾燥
負傷,神戸市垂水区,2018,1028,18,晴,乾燥
負傷,神戸市垂水区,2018,1029,9,晴,乾燥
負傷,神戸市垂水区,2018,1029,10,晴,乾燥
負傷,神戸市垂水区,2018,1024,8,晴,湿潤
負傷,神戸市垂水区,2018,1020,19,晴,乾燥
負傷,神戸市垂水区,2018,1030,11,晴,乾燥
負傷,神戸市垂水区,2018,1031,7,晴,乾燥
負傷,神戸市垂水区,2018,1031,10,晴,乾燥
負傷,神戸市垂水区,2018,1019,12,晴,乾燥
負傷,神戸市垂水区,2018,910,8,雨,湿潤
負傷,神戸市垂水区,2018,1019,13,晴,乾燥
負傷,神戸市垂水区,2018,1031,17,晴,乾燥
負傷,神戸市垂水区,2018,1031,23,晴,乾燥
負傷,神戸市垂水区,2018,1101,1,晴,乾燥
負傷,神戸市垂水区,2018,1102,17,曇,乾燥
負傷,神戸市垂水区,2018,1102,19,晴,乾燥
負傷,神戸市垂水区,2018,1028,15,晴,乾燥
負傷,神戸市垂水区,2018,1103,12,晴,乾燥
負傷,神戸市垂水区,2018,1103,13,晴,乾燥
負傷,神戸市垂水区,2018,1103,18,晴,乾燥
負傷,神戸市垂水区,2018,1103,22,晴,乾燥
負傷,神戸市垂水区,2018,1026,17,雨,湿潤
負傷,神戸市垂水区,2018,1104,17,晴,乾燥
負傷,神戸市垂水区,2018,1106,0,晴,乾燥
負傷,神戸市垂水区,2018,519,13,晴,乾燥
負傷,神戸市垂水区,2018,913,7,曇,乾燥
負傷,神戸市垂水区,2018,1106,9,晴,乾燥
負傷,神戸市垂水区,2018,1106,17,晴,乾燥
負傷,神戸市垂水区,2018,1107,7,晴,乾燥
負傷,神戸市垂水区,2018,1107,17,晴,乾燥
負傷,神戸市垂水区,2018,1108,9,晴,乾燥
負傷,神戸市垂水区,2018,1108,9,晴,乾燥
負傷,神戸市垂水区,2018,1108,9,晴,乾燥
負傷,神戸市垂水区,2018,1109,10,曇,湿潤
負傷,神戸市垂水区,2018,1109,15,曇,乾燥
負傷,神戸市垂水区,2018,1109,17,曇,乾燥
負傷,神戸市垂水区,2018,1109,18,曇,乾燥
負傷,神戸市垂水区,2018,1110,2,曇,乾燥
負傷,神戸市垂水区,2018,1111,11,晴,乾燥
負傷,神戸市垂水区,2018,1111,15,晴,乾燥
負傷,神戸市垂水区,2018,1112,9,曇,乾燥
負傷,神戸市垂水区,2018,1112,7,晴,乾燥
負傷,神戸市垂水区,2018,1113,8,曇,乾燥
負傷,神戸市垂水区,2018,1113,9,曇,乾燥
負傷,神戸市垂水区,2018,1113,14,晴,乾燥
負傷,神戸市垂水区,2018,1113,17,曇,乾燥
負傷,神戸市垂水区,2018,1113,18,曇,乾燥
負傷,神戸市垂水区,2018,1114,12,晴,乾燥
負傷,神戸市垂水区,2018,1114,18,晴,乾燥
負傷,神戸市垂水区,2018,1114,17,晴,乾燥
負傷,神戸市垂水区,2018,1115,14,晴,乾燥
負傷,神戸市垂水区,2018,1116,1,晴,乾燥
負傷,神戸市垂水区,2018,1116,20,晴,乾燥
負傷,神戸市垂水区,2018,1115,19,晴,乾燥
負傷,神戸市垂水区,2018,1112,11,雨,湿潤
負傷,神戸市垂水区,2018,1117,13,晴,乾燥
負傷,神戸市垂水区,2018,1118,12,曇,乾燥
負傷,神戸市垂水区,2018,1119,3,雨,湿潤
負傷,神戸市垂水区,2018,1119,9,曇,乾燥
負傷,神戸市垂水区,2018,1119,10,曇,乾燥
負傷,神戸市垂水区,2018,1119,12,曇,乾燥
負傷,神戸市垂水区,2018,1119,13,曇,乾燥
負傷,神戸市垂水区,2018,1119,13,曇,乾燥
負傷,神戸市垂水区,2018,1119,20,曇,乾燥
負傷,神戸市垂水区,2018,1120,9,晴,乾燥
負傷,神戸市垂水区,2018,1116,17,晴,乾燥
負傷,神戸市垂水区,2018,1120,12,晴,乾燥
負傷,神戸市垂水区,2018,1115,8,晴,乾燥
負傷,神戸市垂水区,2018,1115,17,晴,乾燥
負傷,神戸市垂水区,2018,1121,10,晴,乾燥
負傷,神戸市垂水区,2018,1029,8,晴,乾燥
負傷,神戸市垂水区,2018,1121,18,晴,乾燥
負傷,神戸市垂水区,2018,1122,20,晴,乾燥
負傷,神戸市垂水区,2018,1123,10,晴,乾燥
負傷,神戸市垂水区,2018,1123,15,曇,乾燥
負傷,神戸市垂水区,2018,1124,0,晴,乾燥
負傷,神戸市垂水区,2018,1124,8,晴,乾燥
負傷,神戸市垂水区,2018,1124,14,晴,乾燥
負傷,神戸市垂水区,2018,1124,18,晴,乾燥
負傷,神戸市垂水区,2018,1125,12,晴,乾燥
負傷,神戸市垂水区,2018,1125,13,晴,乾燥
負傷,神戸市垂水区,2018,1121,10,晴,乾燥
負傷,神戸市垂水区,2018,1013,1,曇,乾燥
負傷,神戸市垂水区,2018,1126,6,晴,乾燥
負傷,神戸市垂水区,2018,1126,10,曇,乾燥
負傷,神戸市垂水区,2018,1126,19,晴,湿潤
負傷,神戸市垂水区,2018,1128,8,晴,乾燥
負傷,神戸市垂水区,2018,1128,17,雨,湿潤
負傷,神戸市垂水区,2018,1128,19,雨,湿潤
負傷,神戸市垂水区,2018,1129,17,晴,乾燥
負傷,神戸市垂水区,2018,1130,7,晴,乾燥
負傷,神戸市垂水区,2018,1130,14,晴,乾燥
負傷,神戸市垂水区,2018,1130,19,晴,乾燥
負傷,神戸市垂水区,2018,1201,8,晴,乾燥
負傷,神戸市垂水区,2018,1114,15,晴,乾燥
負傷,神戸市垂水区,2018,1201,18,晴,乾燥
負傷,神戸市垂水区,2018,1202,0,晴,乾燥
負傷,神戸市垂水区,2018,1202,14,晴,乾燥
負傷,神戸市垂水区,2018,1122,13,曇,乾燥
負傷,神戸市垂水区,2018,1203,10,雨,湿潤
負傷,神戸市垂水区,2018,1104,19,晴,乾燥
負傷,神戸市垂水区,2018,1204,10,曇,乾燥
負傷,神戸市垂水区,2018,1204,11,曇,湿潤
負傷,神戸市垂水区,2018,1204,14,曇,湿潤
負傷,神戸市垂水区,2018,1204,18,雨,湿潤
負傷,神戸市垂水区,2018,1205,16,晴,乾燥
負傷,神戸市垂水区,2018,1206,17,曇,湿潤
負傷,神戸市垂水区,2018,1207,16,晴,乾燥
負傷,神戸市垂水区,2018,1207,17,晴,乾燥
負傷,神戸市垂水区,2018,1208,3,晴,乾燥
負傷,神戸市垂水区,2018,1208,14,晴,乾燥
負傷,神戸市垂水区,2018,1126,20,晴,乾燥
負傷,神戸市垂水区,2018,1210,18,晴,乾燥
負傷,神戸市垂水区,2018,1211,18,雨,湿潤
負傷,神戸市垂水区,2018,1211,20,曇,湿潤
負傷,神戸市垂水区,2018,1212,6,曇,湿潤
負傷,神戸市垂水区,2018,1213,11,晴,乾燥
負傷,神戸市垂水区,2018,1213,17,雨,湿潤
負傷,神戸市垂水区,2018,1213,18,雨,湿潤
負傷,神戸市垂水区,2018,1213,17,雨,湿潤
負傷,神戸市垂水区,2018,1214,17,晴,乾燥
負傷,神戸市垂水区,2018,1215,19,晴,乾燥
負傷,神戸市垂水区,2018,1216,17,雨,湿潤
負傷,神戸市垂水区,2018,1216,20,雨,湿潤
負傷,神戸市垂水区,2018,1130,22,晴,乾燥
負傷,神戸市垂水区,2018,1217,17,晴,乾燥
負傷,神戸市垂水区,2018,1217,22,晴,乾燥
負傷,神戸市垂水区,2018,1218,12,晴,乾燥
負傷,神戸市垂水区,2018,1218,16,曇,乾燥
負傷,神戸市垂水区,2018,1213,16,晴,乾燥
負傷,神戸市垂水区,2018,1219,11,晴,乾燥
負傷,神戸市垂水区,2018,1219,17,晴,乾燥
負傷,神戸市垂水区,2018,1220,12,雨,湿潤
負傷,神戸市垂水区,2018,1220,21,曇,湿潤
負傷,神戸市垂水区,2018,1220,22,曇,湿潤
負傷,神戸市垂水区,2018,1221,7,晴,乾燥
負傷,神戸市垂水区,2018,1221,9,晴,乾燥
負傷,神戸市垂水区,2018,1222,16,曇,乾燥
負傷,神戸市垂水区,2018,1222,17,曇,湿潤
負傷,神戸市垂水区,2018,1130,16,晴,乾燥
負傷,神戸市垂水区,2018,1223,9,晴,乾燥
負傷,神戸市垂水区,2018,1224,5,晴,乾燥
負傷,神戸市垂水区,2018,1225,7,晴,乾燥
負傷,神戸市垂水区,2018,1225,8,晴,乾燥
負傷,神戸市垂水区,2018,1225,7,晴,乾燥
負傷,神戸市垂水区,2018,1225,16,晴,乾燥
負傷,神戸市垂水区,2018,1225,7,晴,乾燥
負傷,神戸市垂水区,2018,1226,14,曇,乾燥
負傷,神戸市垂水区,2018,1226,17,曇,乾燥
負傷,神戸市垂水区,2018,1220,18,雨,湿潤
負傷,神戸市垂水区,2018,1227,10,曇,乾燥
負傷,神戸市垂水区,2018,1227,13,晴,乾燥
負傷,神戸市垂水区,2018,1227,15,晴,乾燥
負傷,神戸市垂水区,2018,1227,22,晴,乾燥
負傷,神戸市垂水区,2018,1228,6,曇,乾燥
負傷,神戸市垂水区,2018,1228,13,曇,乾燥
負傷,神戸市垂水区,2018,1228,18,晴,乾燥
負傷,神戸市垂水区,2018,1229,19,晴,乾燥
負傷,神戸市垂水区,2018,1229,21,晴,乾燥
負傷,神戸市垂水区,2018,1230,8,晴,乾燥
負傷,神戸市垂水区,2018,1230,14,晴,乾燥
負傷,神戸市垂水区,2018,1230,19,晴,乾燥
負傷,神戸市垂水区,2018,1114,15,晴,乾燥
負傷,神戸市垂水区,2018,1208,10,晴,乾燥
負傷,神戸市垂水区,2018,1224,16,晴,乾燥
負傷,神戸市垂水区,2018,1221,17,雨,湿潤
負傷,神戸市垂水区,2018,1115,19,晴,乾燥
負傷,神戸市西区,2018,107,10,晴,乾燥
負傷,神戸市西区,2018,102,17,晴,乾燥
負傷,神戸市西区,2018,114,10,曇,乾燥
負傷,神戸市西区,2018,201,14,雨,湿潤
負傷,神戸市西区,2018,202,19,晴,乾燥
負傷,神戸市西区,2018,202,18,晴,乾燥
負傷,神戸市西区,2018,203,18,晴,乾燥
負傷,神戸市西区,2018,206,9,晴,乾燥
負傷,神戸市西区,2018,209,6,晴,乾燥
負傷,神戸市西区,2018,303,10,晴,乾燥
負傷,神戸市西区,2018,311,8,晴,乾燥
負傷,神戸市西区,2018,317,6,晴,乾燥
負傷,神戸市西区,2018,331,16,晴,乾燥
負傷,神戸市西区,2018,407,13,晴,乾燥
負傷,神戸市西区,2018,406,22,晴,乾燥
負傷,神戸市西区,2018,414,17,雨,湿潤
負傷,神戸市西区,2018,407,10,晴,乾燥
負傷,神戸市西区,2018,413,17,晴,乾燥
負傷,神戸市西区,2018,512,8,晴,乾燥
負傷,神戸市西区,2018,517,16,晴,乾燥
負傷,神戸市西区,2018,603,12,晴,乾燥
負傷,神戸市西区,2018,612,18,曇,乾燥
負傷,神戸市西区,2018,619,7,曇,乾燥
負傷,神戸市西区,2018,630,5,雨,湿潤
負傷,神戸市西区,2018,619,12,雨,湿潤
負傷,神戸市西区,2018,705,9,雨,湿潤
負傷,神戸市西区,2018,717,20,晴,乾燥
負傷,神戸市西区,2018,712,19,曇,乾燥
負傷,神戸市西区,2018,623,18,雨,湿潤
負傷,神戸市西区,2018,731,19,晴,乾燥
負傷,神戸市西区,2018,727,9,晴,乾燥
負傷,神戸市西区,2018,804,16,晴,乾燥
負傷,神戸市西区,2018,804,16,晴,乾燥
負傷,神戸市西区,2018,730,17,晴,乾燥
負傷,神戸市西区,2018,723,5,晴,乾燥
負傷,神戸市西区,2018,810,18,晴,乾燥
負傷,神戸市西区,2018,910,7,雨,湿潤
負傷,神戸市西区,2018,825,18,晴,乾燥
負傷,神戸市西区,2018,916,19,晴,乾燥
負傷,神戸市西区,2018,917,4,曇,乾燥
負傷,神戸市西区,2018,923,3,晴,乾燥
負傷,神戸市西区,2018,926,8,曇,乾燥
負傷,神戸市西区,2018,928,7,晴,乾燥
負傷,神戸市西区,2018,928,15,晴,乾燥
負傷,神戸市西区,2018,1024,20,晴,乾燥
負傷,神戸市西区,2018,1105,7,晴,乾燥
負傷,神戸市西区,2018,1107,16,晴,乾燥
負傷,神戸市西区,2018,1121,9,晴,乾燥
負傷,神戸市西区,2018,1126,8,晴,乾燥
負傷,神戸市西区,2018,1123,19,晴,乾燥
負傷,神戸市西区,2018,1201,10,晴,乾燥
負傷,神戸市西区,2018,1227,9,晴,乾燥
負傷,神戸市西区,2018,101,8,晴,乾燥
負傷,神戸市西区,2018,102,11,晴,乾燥
負傷,神戸市西区,2018,102,12,晴,乾燥
負傷,神戸市西区,2018,102,18,晴,乾燥
負傷,神戸市西区,2018,104,17,晴,乾燥
負傷,神戸市西区,2018,104,20,曇,乾燥
負傷,神戸市西区,2018,105,8,雨,湿潤
負傷,神戸市西区,2018,106,17,晴,乾燥
負傷,神戸市西区,2018,106,9,曇,乾燥
負傷,神戸市西区,2018,106,15,晴,乾燥
負傷,神戸市西区,2018,107,12,晴,乾燥
負傷,神戸市西区,2018,109,7,晴,乾燥
負傷,神戸市西区,2018,109,7,曇,乾燥
負傷,神戸市西区,2018,110,7,晴,乾燥
負傷,神戸市西区,2018,110,8,晴,乾燥
負傷,神戸市西区,2018,110,12,雨,湿潤
負傷,神戸市西区,2018,110,12,雨,湿潤
負傷,神戸市西区,2018,110,19,曇,乾燥
負傷,神戸市西区,2018,110,19,曇,乾燥
負傷,神戸市西区,2018,111,11,晴,乾燥
負傷,神戸市西区,2018,106,9,晴,乾燥
負傷,神戸市西区,2018,112,5,晴,乾燥
負傷,神戸市西区,2018,112,8,晴,乾燥
負傷,神戸市西区,2018,108,17,雨,湿潤
負傷,神戸市西区,2018,112,8,晴,乾燥
負傷,神戸市西区,2018,112,10,晴,乾燥
負傷,神戸市西区,2018,113,18,晴,乾燥
負傷,神戸市西区,2018,110,8,晴,乾燥
負傷,神戸市西区,2018,109,7,曇,乾燥
負傷,神戸市西区,2018,114,21,晴,乾燥
負傷,神戸市西区,2018,115,10,晴,乾燥
負傷,神戸市西区,2018,115,11,晴,乾燥
負傷,神戸市西区,2018,115,8,曇,乾燥
負傷,神戸市西区,2018,115,15,晴,乾燥
負傷,神戸市西区,2018,115,18,晴,乾燥
負傷,神戸市西区,2018,116,13,晴,乾燥
負傷,神戸市西区,2018,116,19,晴,乾燥
負傷,神戸市西区,2018,117,8,雨,湿潤
負傷,神戸市西区,2018,117,7,雨,湿潤
負傷,神戸市西区,2018,117,10,雨,湿潤
負傷,神戸市西区,2018,117,4,晴,湿潤
負傷,神戸市西区,2018,117,17,雨,湿潤
負傷,神戸市西区,2018,117,18,曇,湿潤
負傷,神戸市西区,2018,118,7,晴,乾燥
負傷,神戸市西区,2018,118,9,晴,乾燥
負傷,神戸市西区,2018,118,18,晴,乾燥
負傷,神戸市西区,2018,115,8,晴,乾燥
負傷,神戸市西区,2018,120,5,晴,乾燥
負傷,神戸市西区,2018,120,11,晴,乾燥
負傷,神戸市西区,2018,120,19,晴,乾燥
負傷,神戸市西区,2018,121,9,晴,乾燥
負傷,神戸市西区,2018,121,13,曇,乾燥
負傷,神戸市西区,2018,121,14,曇,乾燥
負傷,神戸市西区,2018,121,13,晴,乾燥
負傷,神戸市西区,2018,122,11,雨,湿潤
負傷,神戸市西区,2018,122,8,曇,乾燥
負傷,神戸市西区,2018,122,18,曇,乾燥
負傷,神戸市西区,2018,122,18,曇,乾燥
負傷,神戸市西区,2018,123,10,晴,乾燥
負傷,神戸市西区,2018,111,17,晴,乾燥
負傷,神戸市西区,2018,117,10,雨,湿潤
負傷,神戸市西区,2018,116,12,晴,乾燥
負傷,神戸市西区,2018,123,18,晴,乾燥
負傷,神戸市西区,2018,124,12,晴,乾燥
負傷,神戸市西区,2018,124,11,晴,乾燥
負傷,神戸市西区,2018,124,15,晴,乾燥
負傷,神戸市西区,2018,124,18,晴,乾燥
負傷,神戸市西区,2018,125,8,晴,乾燥
負傷,神戸市西区,2018,125,16,晴,乾燥
負傷,神戸市西区,2018,122,8,晴,乾燥
負傷,神戸市西区,2018,126,12,晴,乾燥
負傷,神戸市西区,2018,126,13,晴,乾燥
負傷,神戸市西区,2018,123,8,晴,乾燥
負傷,神戸市西区,2018,127,11,曇,乾燥
負傷,神戸市西区,2018,128,9,曇,乾燥
負傷,神戸市西区,2018,128,18,曇,乾燥
負傷,神戸市西区,2018,129,7,晴,乾燥
負傷,神戸市西区,2018,129,10,晴,乾燥
負傷,神戸市西区,2018,122,15,雪,湿潤
負傷,神戸市西区,2018,129,14,晴,乾燥
負傷,神戸市西区,2018,129,18,晴,乾燥
負傷,神戸市西区,2018,129,22,晴,乾燥
負傷,神戸市西区,2018,130,7,晴,乾燥
負傷,神戸市西区,2018,130,7,晴,乾燥
負傷,神戸市西区,2018,124,18,晴,乾燥
負傷,神戸市西区,2018,124,13,晴,乾燥
負傷,神戸市西区,2018,130,15,晴,乾燥
負傷,神戸市西区,2018,130,17,晴,乾燥
負傷,神戸市西区,2018,130,21,晴,乾燥
負傷,神戸市西区,2018,131,7,晴,乾燥
負傷,神戸市西区,2018,131,21,晴,乾燥
負傷,神戸市西区,2018,201,8,雪,湿潤
負傷,神戸市西区,2018,201,17,曇,湿潤
負傷,神戸市西区,2018,202,18,曇,乾燥
負傷,神戸市西区,2018,202,19,曇,乾燥
負傷,神戸市西区,2018,203,8,曇,乾燥
負傷,神戸市西区,2018,203,17,曇,乾燥
負傷,神戸市西区,2018,203,16,雨,湿潤
負傷,神戸市西区,2018,203,15,曇,乾燥
負傷,神戸市西区,2018,130,16,晴,乾燥
負傷,神戸市西区,2018,206,10,晴,乾燥
負傷,神戸市西区,2018,205,8,晴,乾燥
負傷,神戸市西区,2018,205,11,晴,乾燥
負傷,神戸市西区,2018,206,7,晴,乾燥
負傷,神戸市西区,2018,205,13,晴,乾燥
負傷,神戸市西区,2018,206,8,晴,乾燥
負傷,神戸市西区,2018,205,17,晴,乾燥
負傷,神戸市西区,2018,205,16,晴,乾燥
負傷,神戸市西区,2018,205,19,晴,乾燥
負傷,神戸市西区,2018,207,6,晴,乾燥
負傷,神戸市西区,2018,207,13,晴,乾燥
負傷,神戸市西区,2018,202,16,晴,乾燥
負傷,神戸市西区,2018,207,15,晴,乾燥
負傷,神戸市西区,2018,207,16,晴,乾燥
負傷,神戸市西区,2018,203,6,晴,乾燥
負傷,神戸市西区,2018,208,11,晴,乾燥
負傷,神戸市西区,2018,208,19,晴,乾燥
負傷,神戸市西区,2018,203,8,晴,乾燥
負傷,神戸市西区,2018,209,8,晴,乾燥
負傷,神戸市西区,2018,207,16,晴,乾燥
負傷,神戸市西区,2018,124,21,曇,乾燥
負傷,神戸市西区,2018,210,10,雨,湿潤
負傷,神戸市西区,2018,210,18,雨,湿潤
負傷,神戸市西区,2018,210,19,雨,湿潤
負傷,神戸市西区,2018,211,10,晴,乾燥
負傷,神戸市西区,2018,212,10,晴,乾燥
負傷,神戸市西区,2018,213,8,晴,乾燥
負傷,神戸市西区,2018,213,7,晴,乾燥
負傷,神戸市西区,2018,213,19,晴,乾燥
負傷,神戸市西区,2018,207,12,晴,乾燥
負傷,神戸市西区,2018,214,17,晴,乾燥
負傷,神戸市西区,2018,214,11,曇,乾燥
負傷,神戸市西区,2018,214,17,曇,乾燥
負傷,神戸市西区,2018,215,8,曇,乾燥
