accident,where,date,time,whether,state
負傷,神戸市北区,2017/7/5,8,雨,湿潤
負傷,神戸市北区,2017/6/24,18,晴,乾燥
負傷,神戸市北区,2017/7/15,1,晴,乾燥
負傷,神戸市北区,2017/7/24,15,晴,乾燥
負傷,神戸市北区,2017/7/28,17,雨,湿潤
負傷,神戸市北区,2017/8/13,18,晴,乾燥
負傷,神戸市北区,2017/8/14,20,曇,乾燥
負傷,神戸市北区,2017/8/14,17,晴,乾燥
負傷,神戸市北区,2017/8/17,11,晴,乾燥
負傷,神戸市北区,2017/8/17,19,晴,乾燥
負傷,神戸市北区,2017/9/7,16,晴,湿潤
負傷,神戸市北区,2017/10/9,0,晴,乾燥
負傷,神戸市北区,2017/11/3,12,晴,乾燥
負傷,神戸市北区,2017/11/2,7,晴,乾燥
負傷,神戸市北区,2017/11/7,20,晴,乾燥
負傷,神戸市北区,2017/10/24,14,曇,乾燥
負傷,神戸市北区,2017/11/4,17,晴,乾燥
負傷,神戸市北区,2017/11/11,11,曇,乾燥
負傷,神戸市北区,2017/11/5,16,晴,乾燥
負傷,神戸市北区,2017/11/25,11,晴,乾燥
負傷,神戸市北区,2017/11/24,16,晴,乾燥
負傷,神戸市北区,2017/12/6,7,晴,乾燥
負傷,神戸市北区,2017/12/13,16,晴,乾燥
負傷,神戸市北区,2017/12/20,11,晴,乾燥
負傷,神戸市北区,2017/1/2,19,晴,乾燥
負傷,神戸市北区,2017/1/3,12,曇,乾燥
負傷,神戸市北区,2017/1/4,15,曇,乾燥
負傷,神戸市北区,2017/1/2,16,曇,乾燥
負傷,神戸市北区,2017/1/6,15,曇,乾燥
負傷,神戸市北区,2017/1/6,17,晴,乾燥
負傷,神戸市北区,2017/1/4,21,晴,乾燥
負傷,神戸市北区,2017/1/8,11,雨,湿潤
負傷,神戸市北区,2017/1/8,15,雨,湿潤
負傷,神戸市北区,2017/1/2,15,曇,乾燥
負傷,神戸市北区,2017/1/10,8,晴,乾燥
負傷,神戸市北区,2016/12/29,11,曇,乾燥
負傷,神戸市北区,2017/1/10,18,曇,乾燥
負傷,神戸市北区,2017/1/12,11,晴,乾燥
負傷,神戸市北区,2017/1/12,21,晴,乾燥
負傷,神戸市北区,2017/1/14,4,曇,乾燥
負傷,神戸市北区,2017/1/15,6,雪,凍結 
負傷,神戸市北区,2017/1/12,7,晴,乾燥
負傷,神戸市北区,2017/1/15,20,雪,凍結 
負傷,神戸市北区,2017/1/16,7,雪,凍結 
負傷,神戸市北区,2017/1/15,20,雪,凍結 
負傷,神戸市北区,2017/1/15,21,雪,凍結 
負傷,神戸市北区,2017/1/17,13,曇,乾燥
負傷,神戸市北区,2017/1/18,12,晴,乾燥
負傷,神戸市北区,2017/1/18,14,晴,乾燥
負傷,神戸市北区,2017/1/20,7,雪,乾燥
負傷,神戸市北区,2017/1/16,10,晴,乾燥
負傷,神戸市北区,2017/1/19,18,晴,乾燥
負傷,神戸市北区,2017/1/21,7,曇,凍結 
負傷,神戸市北区,2017/1/21,8,晴,凍結 
負傷,神戸市北区,2017/1/21,8,晴,乾燥
負傷,神戸市北区,2017/1/21,9,曇,凍結 
負傷,神戸市北区,2017/1/21,10,晴,湿潤
負傷,神戸市北区,2017/1/21,11,晴,乾燥
負傷,神戸市北区,2017/1/16,7,雪,凍結 
負傷,神戸市北区,2017/1/23,15,雪,湿潤
負傷,神戸市北区,2017/1/17,8,曇,凍結 
負傷,神戸市北区,2017/1/23,16,曇,乾燥
負傷,神戸市北区,2017/1/21,8,雪,凍結 
負傷,神戸市北区,2017/1/23,13,雪,積雪
負傷,神戸市北区,2017/1/25,9,晴,乾燥
負傷,神戸市北区,2017/1/21,9,雪,凍結 
負傷,神戸市北区,2017/1/21,8,雪,積雪
負傷,神戸市北区,2017/1/26,18,晴,乾燥
負傷,神戸市北区,2017/1/25,19,曇,乾燥
負傷,神戸市北区,2017/1/27,19,晴,乾燥
負傷,神戸市北区,2017/1/28,11,晴,乾燥
負傷,神戸市北区,2017/1/25,19,曇,凍結 
負傷,神戸市北区,2017/1/26,7,晴,乾燥
負傷,神戸市北区,2017/1/24,7,曇,凍結 
負傷,神戸市北区,2017/1/30,12,晴,乾燥
負傷,神戸市北区,2017/1/30,7,雨,湿潤
負傷,神戸市北区,2017/1/30,8,雨,湿潤
負傷,神戸市北区,2017/1/31,8,曇,乾燥
負傷,神戸市北区,2017/2/3,11,晴,乾燥
負傷,神戸市北区,2017/1/21,7,雪,凍結 
負傷,神戸市北区,2017/2/3,17,晴,乾燥
負傷,神戸市北区,2017/1/28,12,晴,乾燥
負傷,神戸市北区,2017/2/4,12,晴,乾燥
負傷,神戸市北区,2017/2/4,15,晴,乾燥
負傷,神戸市北区,2017/2/5,15,晴,乾燥
負傷,神戸市北区,2017/2/9,10,雨,湿潤
負傷,神戸市北区,2017/2/10,10,晴,乾燥
負傷,神戸市北区,2017/2/12,6,晴,乾燥
負傷,神戸市北区,2017/2/13,18,晴,乾燥
負傷,神戸市北区,2017/2/14,17,晴,乾燥
負傷,神戸市北区,2017/2/15,7,曇,乾燥
負傷,神戸市北区,2017/1/21,8,曇,凍結 
負傷,神戸市北区,2017/2/15,15,曇,乾燥
負傷,神戸市北区,2017/2/8,11,曇,乾燥
負傷,神戸市北区,2017/2/18,20,晴,乾燥
負傷,神戸市北区,2017/2/17,12,雨,湿潤
負傷,神戸市北区,2017/2/20,16,雨,湿潤
負傷,神戸市北区,2017/2/20,10,晴,乾燥
負傷,神戸市北区,2017/2/21,20,晴,乾燥
負傷,神戸市北区,2017/2/8,12,晴,乾燥
負傷,神戸市北区,2017/2/23,18,晴,乾燥
負傷,神戸市北区,2017/2/23,23,晴,乾燥
負傷,神戸市北区,2017/2/25,12,曇,乾燥
負傷,神戸市北区,2017/2/25,13,晴,乾燥
負傷,神戸市北区,2017/2/25,19,晴,乾燥
負傷,神戸市北区,2017/2/26,11,晴,乾燥
負傷,神戸市北区,2017/2/26,14,晴,乾燥
負傷,神戸市北区,2017/2/28,4,晴,乾燥
負傷,神戸市北区,2017/2/28,19,晴,乾燥
負傷,神戸市北区,2017/3/1,8,晴,乾燥
負傷,神戸市北区,2017/2/21,8,雪,乾燥
負傷,神戸市北区,2017/3/1,11,晴,乾燥
負傷,神戸市北区,2017/3/2,8,曇,湿潤
負傷,神戸市北区,2017/2/23,8,曇,乾燥
負傷,神戸市北区,2017/3/2,14,晴,乾燥
負傷,神戸市北区,2017/3/1,19,晴,乾燥
負傷,神戸市北区,2017/3/3,18,晴,乾燥
負傷,神戸市北区,2017/3/5,10,曇,乾燥
負傷,神戸市北区,2017/3/5,8,晴,乾燥
負傷,神戸市北区,2017/3/9,8,晴,乾燥
負傷,神戸市北区,2017/2/22,10,晴,乾燥
負傷,神戸市北区,2017/3/11,14,曇,乾燥
負傷,神戸市北区,2017/3/13,12,曇,乾燥
負傷,神戸市北区,2017/3/12,18,晴,乾燥
負傷,神戸市北区,2017/3/16,19,晴,乾燥
負傷,神戸市北区,2017/3/17,7,晴,乾燥
負傷,神戸市北区,2017/3/18,8,曇,乾燥
負傷,神戸市北区,2017/3/16,18,晴,乾燥
負傷,神戸市北区,2017/3/16,8,晴,乾燥
負傷,神戸市北区,2017/3/19,9,晴,乾燥
負傷,神戸市北区,2017/3/19,11,晴,乾燥
負傷,神戸市北区,2017/3/19,13,晴,乾燥
負傷,神戸市北区,2017/3/19,23,晴,乾燥
負傷,神戸市北区,2017/3/20,18,晴,乾燥
負傷,神戸市北区,2017/3/21,5,雨,湿潤
負傷,神戸市北区,2017/3/21,9,雨,湿潤
負傷,神戸市北区,2017/3/22,9,晴,乾燥
負傷,神戸市北区,2017/3/21,17,雨,湿潤
負傷,神戸市北区,2017/3/22,17,晴,乾燥
負傷,神戸市北区,2017/3/23,7,曇,乾燥
負傷,神戸市北区,2017/3/22,7,晴,乾燥
負傷,神戸市北区,2017/3/23,20,曇,湿潤
負傷,神戸市北区,2017/3/24,8,晴,乾燥
負傷,神戸市北区,2017/3/25,20,晴,乾燥
負傷,神戸市北区,2017/3/24,16,晴,乾燥
負傷,神戸市北区,2017/3/28,18,晴,乾燥
負傷,神戸市北区,2017/3/30,13,晴,乾燥
負傷,神戸市北区,2017/3/30,19,曇,乾燥
負傷,神戸市北区,2017/3/31,11,雨,湿潤
負傷,神戸市北区,2017/4/2,14,晴,乾燥
負傷,神戸市北区,2017/4/2,11,晴,乾燥
負傷,神戸市北区,2017/4/1,19,晴,乾燥
負傷,神戸市北区,2017/4/1,19,晴,乾燥
負傷,神戸市北区,2017/4/3,7,晴,乾燥
負傷,神戸市北区,2017/4/3,8,晴,乾燥
負傷,神戸市北区,2017/4/3,1,晴,乾燥
負傷,神戸市北区,2017/4/4,15,晴,乾燥
負傷,神戸市北区,2017/4/5,12,曇,乾燥
負傷,神戸市北区,2017/4/5,13,曇,乾燥
負傷,神戸市北区,2017/4/6,7,曇,乾燥
負傷,神戸市北区,2017/4/6,14,雨,湿潤
死亡,神戸市北区,2017/4/7,7,曇,湿潤
負傷,神戸市北区,2017/4/10,7,晴,乾燥
負傷,神戸市北区,2017/4/4,13,晴,乾燥
負傷,神戸市北区,2017/4/11,16,曇,湿潤
負傷,神戸市北区,2017/4/11,18,雨,湿潤
負傷,神戸市北区,2017/4/12,6,曇,乾燥
負傷,神戸市北区,2017/4/1,15,晴,乾燥
負傷,神戸市北区,2017/4/15,16,曇,乾燥
負傷,神戸市北区,2017/3/4,7,晴,乾燥
負傷,神戸市北区,2017/4/17,17,雨,湿潤
負傷,神戸市北区,2017/4/18,21,晴,乾燥
負傷,神戸市北区,2017/4/16,16,晴,乾燥
負傷,神戸市北区,2017/4/20,17,晴,乾燥
負傷,神戸市北区,2017/4/21,19,晴,乾燥
負傷,神戸市北区,2017/4/17,21,雨,湿潤
負傷,神戸市北区,2017/4/22,15,晴,乾燥
負傷,神戸市北区,2017/3/25,11,晴,乾燥
負傷,神戸市北区,2017/4/24,7,晴,乾燥
負傷,神戸市北区,2017/4/23,14,晴,乾燥
負傷,神戸市北区,2017/4/24,21,晴,乾燥
負傷,神戸市北区,2017/4/25,8,晴,乾燥
負傷,神戸市北区,2017/4/26,15,曇,乾燥
負傷,神戸市北区,2017/4/26,12,雨,湿潤
負傷,神戸市北区,2017/4/27,18,晴,乾燥
負傷,神戸市北区,2017/4/28,11,晴,乾燥
負傷,神戸市北区,2017/4/28,16,晴,乾燥
負傷,神戸市北区,2017/4/29,13,晴,湿潤
負傷,神戸市北区,2017/4/29,19,晴,乾燥
負傷,神戸市北区,2017/5/2,18,晴,乾燥
負傷,神戸市北区,2017/4/27,20,晴,乾燥
負傷,神戸市北区,2017/5/4,10,晴,乾燥
負傷,神戸市北区,2017/5/4,14,曇,乾燥
負傷,神戸市北区,2017/5/5,11,晴,乾燥
負傷,神戸市北区,2017/5/5,21,晴,乾燥
負傷,神戸市北区,2017/5/6,15,曇,湿潤
負傷,神戸市北区,2017/5/7,6,曇,乾燥
負傷,神戸市北区,2017/5/7,14,晴,乾燥
負傷,神戸市北区,2017/5/8,7,晴,乾燥
負傷,神戸市北区,2017/5/7,17,晴,乾燥
負傷,神戸市北区,2017/5/1,12,晴,乾燥
負傷,神戸市北区,2017/5/8,20,晴,乾燥
負傷,神戸市北区,2017/5/9,7,曇,乾燥
負傷,神戸市北区,2017/5/9,6,雨,湿潤
負傷,神戸市北区,2017/5/9,15,雨,湿潤
負傷,神戸市北区,2017/5/9,20,雨,湿潤
負傷,神戸市北区,2017/5/8,12,晴,乾燥
負傷,神戸市北区,2017/5/11,17,晴,乾燥
負傷,神戸市北区,2017/5/12,21,雨,湿潤
負傷,神戸市北区,2017/5/11,10,曇,乾燥
負傷,神戸市北区,2017/5/17,15,晴,乾燥
負傷,神戸市北区,2017/5/18,9,晴,乾燥
負傷,神戸市北区,2017/5/18,16,晴,乾燥
負傷,神戸市北区,2017/5/13,17,曇,乾燥
負傷,神戸市北区,2017/5/20,13,晴,乾燥
負傷,神戸市北区,2017/5/20,16,晴,乾燥
負傷,神戸市北区,2017/5/24,13,曇,乾燥
負傷,神戸市北区,2017/5/24,14,雨,湿潤
負傷,神戸市北区,2017/5/26,8,晴,乾燥
負傷,神戸市北区,2017/5/26,7,晴,乾燥
負傷,神戸市北区,2017/5/26,10,晴,乾燥
負傷,神戸市北区,2017/5/24,15,晴,乾燥
負傷,神戸市北区,2017/5/29,15,晴,乾燥
負傷,神戸市北区,2017/5/21,16,晴,乾燥
負傷,神戸市北区,2017/5/31,8,曇,乾燥
負傷,神戸市北区,2017/5/31,16,晴,乾燥
負傷,神戸市北区,2017/6/1,7,晴,乾燥
負傷,神戸市北区,2017/6/2,11,晴,乾燥
負傷,神戸市北区,2017/6/2,17,晴,乾燥
負傷,神戸市北区,2017/6/3,13,晴,乾燥
負傷,神戸市北区,2017/6/3,15,晴,乾燥
負傷,神戸市北区,2017/6/4,9,曇,乾燥
負傷,神戸市北区,2017/6/6,13,曇,乾燥
負傷,神戸市北区,2017/6/7,7,雨,湿潤
死亡,神戸市北区,2017/6/10,13,晴,乾燥
負傷,神戸市北区,2017/6/11,15,晴,乾燥
負傷,神戸市北区,2017/6/14,8,晴,乾燥
負傷,神戸市北区,2017/6/10,9,晴,乾燥
負傷,神戸市北区,2017/6/14,17,晴,乾燥
負傷,神戸市北区,2017/6/13,15,晴,乾燥
負傷,神戸市北区,2017/6/15,15,晴,乾燥
負傷,神戸市北区,2017/6/17,10,晴,乾燥
負傷,神戸市北区,2017/6/17,12,晴,乾燥
負傷,神戸市北区,2017/6/18,16,晴,乾燥
負傷,神戸市北区,2017/6/15,8,晴,乾燥
負傷,神戸市北区,2017/6/22,8,曇,乾燥
負傷,神戸市北区,2017/6/25,8,曇,湿潤
負傷,神戸市北区,2017/6/29,8,曇,乾燥
負傷,神戸市北区,2017/6/30,15,晴,乾燥
負傷,神戸市北区,2017/6/30,6,雨,湿潤
負傷,神戸市北区,2017/6/30,11,曇,乾燥
負傷,神戸市北区,2017/7/1,20,晴,乾燥
負傷,神戸市北区,2017/7/1,22,晴,乾燥
負傷,神戸市北区,2017/7/2,12,晴,乾燥
負傷,神戸市北区,2017/7/2,15,曇,乾燥
負傷,神戸市北区,2017/7/4,16,雨,湿潤
負傷,神戸市北区,2017/7/5,8,雨,湿潤
負傷,神戸市北区,2017/5/7,15,晴,乾燥
負傷,神戸市北区,2017/7/5,8,曇,湿潤
負傷,神戸市北区,2017/7/8,11,晴,乾燥
負傷,神戸市北区,2017/7/9,16,雨,湿潤
負傷,神戸市北区,2017/7/9,18,雨,湿潤
負傷,神戸市北区,2017/7/5,18,晴,乾燥
負傷,神戸市北区,2017/7/10,12,晴,乾燥
負傷,神戸市北区,2017/7/10,20,晴,乾燥
負傷,神戸市北区,2017/7/12,8,曇,乾燥
負傷,神戸市北区,2017/7/1,13,晴,乾燥
負傷,神戸市北区,2017/7/12,9,曇,乾燥
負傷,神戸市北区,2017/7/9,6,雨,湿潤
負傷,神戸市北区,2017/7/14,11,晴,乾燥
負傷,神戸市北区,2017/7/14,14,晴,乾燥
負傷,神戸市北区,2017/7/15,8,晴,乾燥
負傷,神戸市北区,2017/7/15,13,晴,乾燥
死亡,神戸市北区,2017/7/15,23,晴,乾燥
負傷,神戸市北区,2017/5/31,19,曇,乾燥
負傷,神戸市北区,2017/7/16,16,晴,乾燥
負傷,神戸市北区,2017/7/16,7,晴,乾燥
負傷,神戸市北区,2017/7/18,14,晴,乾燥
負傷,神戸市北区,2017/7/19,12,晴,乾燥
負傷,神戸市北区,2017/7/20,12,晴,乾燥
負傷,神戸市北区,2017/7/23,15,曇,乾燥
負傷,神戸市北区,2017/7/3,18,晴,乾燥
負傷,神戸市北区,2017/7/24,12,晴,乾燥
負傷,神戸市北区,2017/7/25,6,曇,乾燥
負傷,神戸市北区,2017/7/28,11,曇,乾燥
負傷,神戸市北区,2017/7/28,16,曇,乾燥
負傷,神戸市北区,2017/7/17,14,曇,乾燥
負傷,神戸市北区,2017/7/30,15,曇,乾燥
負傷,神戸市北区,2017/7/30,16,曇,乾燥
死亡,神戸市北区,2017/8/1,7,晴,乾燥
負傷,神戸市北区,2017/8/1,15,晴,乾燥
負傷,神戸市北区,2017/8/1,16,晴,乾燥
負傷,神戸市北区,2017/8/3,15,晴,乾燥
負傷,神戸市北区,2017/8/3,19,晴,乾燥
負傷,神戸市北区,2017/8/4,12,晴,乾燥
負傷,神戸市北区,2017/8/5,23,晴,乾燥
負傷,神戸市北区,2017/8/6,13,晴,乾燥
負傷,神戸市北区,2017/8/6,16,晴,乾燥
負傷,神戸市北区,2017/8/7,19,雨,湿潤
負傷,神戸市北区,2017/8/12,10,晴,乾燥
負傷,神戸市北区,2017/7/25,16,曇,乾燥
負傷,神戸市北区,2017/8/12,16,曇,乾燥
負傷,神戸市北区,2017/8/13,15,晴,乾燥
負傷,神戸市北区,2017/8/15,8,曇,乾燥
負傷,神戸市北区,2017/8/17,8,曇,乾燥
負傷,神戸市北区,2017/8/17,14,晴,乾燥
負傷,神戸市北区,2017/8/19,11,晴,乾燥
負傷,神戸市北区,2017/8/21,11,晴,乾燥
負傷,神戸市北区,2017/8/22,10,晴,乾燥
負傷,神戸市北区,2017/8/23,21,晴,乾燥
負傷,神戸市北区,2017/8/23,10,晴,乾燥
負傷,神戸市北区,2017/8/23,15,曇,湿潤
負傷,神戸市北区,2017/8/24,8,晴,乾燥
負傷,神戸市北区,2017/8/23,17,曇,乾燥
負傷,神戸市北区,2017/8/24,21,晴,乾燥
負傷,神戸市北区,2017/8/25,6,晴,乾燥
負傷,神戸市北区,2017/8/25,13,晴,乾燥
負傷,神戸市北区,2017/8/23,14,晴,乾燥
負傷,神戸市北区,2017/8/25,14,晴,乾燥
負傷,神戸市北区,2017/8/26,10,晴,乾燥
負傷,神戸市北区,2017/7/12,11,曇,乾燥
負傷,神戸市北区,2017/8/28,8,晴,乾燥
負傷,神戸市北区,2017/8/29,10,晴,乾燥
負傷,神戸市北区,2017/8/29,13,晴,乾燥
負傷,神戸市北区,2017/8/30,19,曇,乾燥
負傷,神戸市北区,2017/8/30,12,晴,乾燥
負傷,神戸市北区,2017/8/30,16,晴,乾燥
負傷,神戸市北区,2017/9/1,20,晴,乾燥
負傷,神戸市北区,2017/9/2,17,曇,乾燥
負傷,神戸市北区,2017/9/4,11,曇,乾燥
負傷,神戸市北区,2017/9/7,13,雨,湿潤
負傷,神戸市北区,2017/9/8,16,晴,乾燥
負傷,神戸市北区,2017/9/8,18,晴,湿潤
負傷,神戸市北区,2017/7/10,10,曇,乾燥
負傷,神戸市北区,2017/9/9,7,晴,乾燥
負傷,神戸市北区,2017/9/9,12,晴,乾燥
負傷,神戸市北区,2017/7/4,12,晴,乾燥
負傷,神戸市北区,2017/9/12,8,雨,湿潤
負傷,神戸市北区,2017/9/14,14,晴,乾燥
負傷,神戸市北区,2017/9/17,13,曇,乾燥
負傷,神戸市北区,2017/9/18,18,晴,乾燥
負傷,神戸市北区,2017/9/19,7,晴,乾燥
負傷,神戸市北区,2017/9/19,18,晴,乾燥
負傷,神戸市北区,2017/9/20,17,晴,乾燥
負傷,神戸市北区,2017/9/18,16,曇,乾燥
負傷,神戸市北区,2017/9/21,17,晴,乾燥
負傷,神戸市北区,2017/9/22,10,曇,乾燥
負傷,神戸市北区,2017/9/22,21,曇,湿潤
負傷,神戸市北区,2017/9/19,17,晴,乾燥
負傷,神戸市北区,2017/9/24,16,晴,乾燥
負傷,神戸市北区,2017/9/26,7,晴,乾燥
負傷,神戸市北区,2017/9/26,15,晴,乾燥
負傷,神戸市北区,2017/9/12,11,曇,乾燥
負傷,神戸市北区,2017/9/29,7,晴,乾燥
負傷,神戸市北区,2017/9/29,16,晴,乾燥
負傷,神戸市北区,2017/9/9,15,晴,乾燥
負傷,神戸市北区,2017/8/30,15,晴,乾燥
負傷,神戸市北区,2017/10/2,11,雨,湿潤
負傷,神戸市北区,2017/9/29,18,曇,乾燥
負傷,神戸市北区,2017/10/3,10,曇,乾燥
負傷,神戸市北区,2017/10/2,11,雨,湿潤
負傷,神戸市北区,2017/10/4,6,晴,乾燥
負傷,神戸市北区,2017/10/6,13,雨,湿潤
負傷,神戸市北区,2017/10/6,15,雨,湿潤
負傷,神戸市北区,2017/10/3,13,曇,乾燥
負傷,神戸市北区,2017/10/7,19,晴,乾燥
負傷,神戸市北区,2017/10/7,14,曇,乾燥
負傷,神戸市北区,2017/10/8,12,晴,乾燥
負傷,神戸市北区,2017/10/8,16,晴,乾燥
負傷,神戸市北区,2017/10/9,17,晴,乾燥
負傷,神戸市北区,2017/10/9,13,晴,乾燥
負傷,神戸市北区,2017/10/9,19,晴,乾燥
負傷,神戸市北区,2017/10/10,8,晴,乾燥
負傷,神戸市北区,2017/10/13,17,曇,乾燥
負傷,神戸市北区,2017/10/13,19,雨,湿潤
負傷,神戸市北区,2017/10/14,18,曇,乾燥
負傷,神戸市北区,2017/10/15,14,雨,湿潤
負傷,神戸市北区,2017/10/16,6,雨,湿潤
負傷,神戸市北区,2017/10/17,11,曇,乾燥
負傷,神戸市北区,2017/10/12,5,雨,湿潤
負傷,神戸市北区,2017/10/17,10,曇,乾燥
負傷,神戸市北区,2017/10/19,12,曇,湿潤
負傷,神戸市北区,2017/10/9,14,晴,乾燥
負傷,神戸市北区,2017/10/20,11,曇,湿潤
負傷,神戸市北区,2017/10/20,13,曇,乾燥
負傷,神戸市北区,2017/10/21,16,雨,湿潤
負傷,神戸市北区,2017/10/18,15,雨,湿潤
負傷,神戸市北区,2017/10/21,18,雨,湿潤
負傷,神戸市北区,2017/10/22,11,雨,湿潤
負傷,神戸市北区,2017/10/23,13,晴,乾燥
負傷,神戸市北区,2017/10/23,20,晴,乾燥
負傷,神戸市北区,2017/10/16,12,雨,湿潤
負傷,神戸市北区,2017/10/26,18,晴,乾燥
負傷,神戸市北区,2017/10/27,19,晴,乾燥
負傷,神戸市北区,2017/10/28,8,曇,乾燥
負傷,神戸市北区,2017/10/28,15,曇,湿潤
負傷,神戸市北区,2017/10/30,7,曇,乾燥
負傷,神戸市北区,2017/10/31,13,晴,乾燥
負傷,神戸市北区,2017/11/1,11,晴,乾燥
負傷,神戸市北区,2017/11/1,13,晴,乾燥
負傷,神戸市北区,2017/10/28,11,雨,湿潤
負傷,神戸市北区,2017/11/5,6,晴,乾燥
負傷,神戸市北区,2017/11/3,19,晴,乾燥
負傷,神戸市北区,2017/11/6,9,晴,乾燥
負傷,神戸市北区,2017/11/6,6,晴,乾燥
負傷,神戸市北区,2017/11/6,11,晴,乾燥
負傷,神戸市北区,2017/11/6,14,晴,乾燥
負傷,神戸市北区,2017/11/8,9,雨,湿潤
負傷,神戸市北区,2017/11/10,7,晴,乾燥
負傷,神戸市北区,2017/11/14,17,晴,乾燥
負傷,神戸市北区,2017/11/5,17,晴,乾燥
負傷,神戸市北区,2017/11/19,9,晴,乾燥
負傷,神戸市北区,2017/11/19,12,晴,乾燥
負傷,神戸市北区,2017/11/18,9,雨,湿潤
負傷,神戸市北区,2017/11/19,17,晴,乾燥
負傷,神戸市北区,2017/11/20,13,曇,乾燥
負傷,神戸市北区,2017/11/20,11,晴,乾燥
負傷,神戸市北区,2017/11/22,7,晴,乾燥
負傷,神戸市北区,2017/11/22,12,曇,乾燥
負傷,神戸市北区,2017/11/21,8,晴,乾燥
負傷,神戸市北区,2017/11/22,17,雨,湿潤
負傷,神戸市北区,2017/11/23,23,晴,乾燥
負傷,神戸市北区,2017/11/19,17,晴,乾燥
負傷,神戸市北区,2017/11/20,16,晴,乾燥
負傷,神戸市北区,2017/11/24,7,晴,乾燥
負傷,神戸市北区,2017/11/24,16,晴,乾燥
負傷,神戸市北区,2017/11/27,18,晴,乾燥
負傷,神戸市北区,2017/11/24,1,晴,乾燥
負傷,神戸市北区,2017/11/27,19,晴,乾燥
負傷,神戸市北区,2017/11/27,20,晴,乾燥
負傷,神戸市北区,2017/11/29,16,曇,湿潤
負傷,神戸市北区,2017/11/27,19,晴,乾燥
負傷,神戸市北区,2017/11/30,19,晴,乾燥
負傷,神戸市北区,2017/12/1,15,曇,乾燥
負傷,神戸市北区,2017/12/4,16,雨,湿潤
負傷,神戸市北区,2017/12/7,6,晴,乾燥
負傷,神戸市北区,2017/12/7,9,晴,乾燥
負傷,神戸市北区,2017/12/3,9,晴,乾燥
負傷,神戸市北区,2017/12/9,23,晴,乾燥
負傷,神戸市北区,2017/12/10,1,晴,乾燥
負傷,神戸市北区,2017/12/8,20,雨,湿潤
負傷,神戸市北区,2017/12/11,2,曇,乾燥
負傷,神戸市北区,2017/12/16,21,晴,乾燥
負傷,神戸市北区,2017/12/17,16,晴,乾燥
負傷,神戸市北区,2017/12/18,13,晴,乾燥
負傷,神戸市北区,2017/12/18,14,晴,乾燥
負傷,神戸市北区,2017/12/20,12,晴,乾燥
負傷,神戸市北区,2017/12/20,11,晴,乾燥
負傷,神戸市北区,2017/12/20,16,晴,乾燥
負傷,神戸市北区,2017/12/4,16,雨,湿潤
負傷,神戸市北区,2017/12/16,16,曇,乾燥
負傷,神戸市北区,2017/12/23,11,晴,乾燥
負傷,神戸市北区,2017/12/24,15,曇,乾燥
負傷,神戸市北区,2017/12/24,16,雨,湿潤
負傷,神戸市北区,2017/12/24,19,雨,湿潤
負傷,神戸市北区,2017/12/24,20,雨,湿潤
負傷,神戸市北区,2017/12/21,11,晴,乾燥
負傷,神戸市北区,2017/12/25,22,晴,乾燥
負傷,神戸市北区,2017/12/27,11,晴,乾燥
死亡,神戸市北区,2017/12/28,11,曇,乾燥
負傷,神戸市北区,2017/12/28,8,晴,乾燥
負傷,神戸市北区,2017/12/29,14,曇,乾燥
負傷,神戸市北区,2017/12/14,17,曇,乾燥
負傷,神戸市北区,2017/1/3,9,晴,乾燥
負傷,神戸市北区,2017/1/4,9,晴,乾燥
負傷,神戸市北区,2017/1/4,10,晴,乾燥
負傷,神戸市北区,2017/1/6,16,晴,乾燥
負傷,神戸市北区,2017/1/6,18,晴,乾燥
負傷,神戸市北区,2016/12/11,18,晴,乾燥
負傷,神戸市北区,2017/1/9,15,曇,乾燥
負傷,神戸市北区,2017/1/9,22,晴,乾燥
負傷,神戸市北区,2017/1/10,6,晴,乾燥
負傷,神戸市北区,2016/12/20,22,曇,乾燥
負傷,神戸市北区,2017/1/11,11,晴,乾燥
負傷,神戸市北区,2017/1/1,17,晴,乾燥
負傷,神戸市北区,2017/1/11,17,晴,乾燥
負傷,神戸市北区,2017/1/12,9,晴,乾燥
負傷,神戸市北区,2017/1/14,15,晴,乾燥
負傷,神戸市北区,2017/1/15,6,晴,凍結 
負傷,神戸市北区,2017/1/15,14,雪,湿潤
負傷,神戸市北区,2017/1/17,7,晴,凍結 
負傷,神戸市北区,2017/1/17,10,晴,乾燥
負傷,神戸市北区,2017/1/18,19,晴,乾燥
負傷,神戸市北区,2017/1/19,7,晴,湿潤
負傷,神戸市北区,2017/1/21,6,曇,凍結 
負傷,神戸市北区,2017/1/22,8,曇,湿潤
負傷,神戸市北区,2017/1/14,21,雪,凍結 
負傷,神戸市北区,2017/1/23,6,晴,乾燥
負傷,神戸市北区,2017/1/14,13,晴,乾燥
負傷,神戸市北区,2017/1/24,14,曇,湿潤
負傷,神戸市北区,2017/1/24,21,晴,乾燥
負傷,神戸市北区,2017/1/25,10,晴,乾燥
負傷,神戸市北区,2017/1/25,17,晴,乾燥
負傷,神戸市北区,2017/1/28,10,晴,乾燥
死亡,神戸市北区,2017/1/28,20,晴,乾燥
負傷,神戸市北区,2017/1/28,16,晴,乾燥
負傷,神戸市北区,2017/1/30,9,雨,湿潤
負傷,神戸市北区,2017/2/2,9,晴,乾燥
負傷,神戸市北区,2016/12/22,17,雨,湿潤
