accident,where,date,time,weather,state
負傷,神戸市東灘区,2020/7/21,19,晴,乾燥
負傷,神戸市灘区,2020/7/21,18,曇,乾燥
負傷,神戸市灘区,2020/7/21,9,晴,乾燥
負傷,神戸市北区,2020/7/21,18,晴,乾燥
負傷,神戸市須磨区,2020/7/21,7,晴,乾燥
負傷,神戸市須磨区,2020/7/21,13,晴,乾燥
負傷,神戸市垂水区,2020/7/21,16,晴,乾燥
負傷,神戸市西区,2020/7/21,7,晴,乾燥
負傷,神戸市西区,2020/7/21,11,曇,湿潤
負傷,神戸市西区,2020/7/21,9,晴,乾燥
負傷,神戸市西区,2020/7/21,8,晴,乾燥
負傷,神戸市中央区,2020/7/22,11,晴,乾燥
負傷,神戸市中央区,2020/7/22,8,晴,乾燥
負傷,神戸市中央区,2020/7/22,16,晴,乾燥
負傷,神戸市中央区,2020/7/22,5,晴,乾燥
負傷,神戸市東灘区,2020/7/22,14,晴,乾燥
負傷,神戸市灘区,2020/7/22,17,曇,乾燥
負傷,神戸市兵庫区,2020/7/22,14,曇,乾燥
負傷,神戸市兵庫区,2020/7/22,8,晴,乾燥
負傷,神戸市北区,2020/7/22,23,曇,湿潤
負傷,神戸市北区,2020/7/22,10,晴,乾燥
負傷,神戸市長田区,2020/7/22,15,晴,乾燥
負傷,神戸市長田区,2020/7/22,11,曇,乾燥
負傷,神戸市西区,2020/7/22,7,晴,乾燥
負傷,神戸市西区,2020/7/22,16,晴,乾燥
負傷,神戸市西区,2020/7/22,18,雨,湿潤
負傷,神戸市西区,2020/7/22,20,雨,湿潤
負傷,神戸市中央区,2020/7/23,16,曇,乾燥
負傷,神戸市中央区,2020/7/23,21,曇,乾燥
負傷,神戸市西区,2020/7/23,17,曇,乾燥
負傷,神戸市中央区,2020/7/24,21,雨,湿潤
負傷,神戸市灘区,2020/7/24,20,雨,湿潤
負傷,神戸市兵庫区,2020/7/24,17,雨,湿潤
負傷,神戸市兵庫区,2020/7/24,7,晴,乾燥
負傷,神戸市北区,2020/7/24,17,雨,湿潤
負傷,神戸市北区,2020/7/24,17,雨,湿潤
負傷,神戸市北区,2020/7/24,14,雨,湿潤
負傷,神戸市須磨区,2020/7/24,14,雨,湿潤
負傷,神戸市須磨区,2020/7/24,13,雨,湿潤
負傷,神戸市須磨区,2020/7/24,12,雨,湿潤
負傷,神戸市垂水区,2020/7/24,9,晴,乾燥
負傷,神戸市垂水区,2020/7/24,13,雨,湿潤
負傷,神戸市中央区,2020/7/25,2,雨,湿潤
負傷,神戸市中央区,2020/7/25,15,曇,湿潤
負傷,神戸市中央区,2020/7/25,15,曇,湿潤
負傷,神戸市中央区,2020/7/25,12,雨,湿潤
負傷,神戸市東灘区,2020/7/25,2,雨,湿潤
負傷,神戸市東灘区,2020/7/25,6,雨,湿潤
負傷,神戸市東灘区,2020/7/25,11,雨,湿潤
負傷,神戸市東灘区,2020/7/25,18,雨,湿潤
負傷,神戸市灘区,2020/7/25,10,雨,湿潤
負傷,神戸市兵庫区,2020/7/25,14,雨,湿潤
負傷,神戸市北区,2020/7/25,10,曇,湿潤
負傷,神戸市北区,2020/7/25,10,雨,湿潤
負傷,神戸市長田区,2020/7/25,17,曇,湿潤
負傷,神戸市須磨区,2020/7/25,5,雨,湿潤
負傷,神戸市須磨区,2020/7/25,18,曇,乾燥
負傷,神戸市垂水区,2020/7/25,18,曇,湿潤
負傷,神戸市西区,2020/7/25,8,雨,湿潤
負傷,神戸市西区,2020/7/25,12,雨,湿潤
負傷,神戸市西区,2020/7/25,14,曇,乾燥
負傷,神戸市西区,2020/7/25,12,雨,湿潤
負傷,神戸市中央区,2020/7/26,20,曇,湿潤
負傷,神戸市東灘区,2020/7/26,16,雨,湿潤
負傷,神戸市灘区,2020/7/26,16,雨,湿潤
負傷,神戸市灘区,2020/7/26,13,雨,湿潤
負傷,神戸市北区,2020/7/26,15,雨,湿潤
負傷,神戸市長田区,2020/7/26,16,曇,湿潤
負傷,神戸市垂水区,2020/7/26,4,曇,湿潤
負傷,神戸市垂水区,2020/7/26,4,雨,湿潤
負傷,神戸市東灘区,2020/7/27,17,曇,乾燥
負傷,神戸市東灘区,2020/7/27,17,曇,乾燥
負傷,神戸市灘区,2020/7/27,6,曇,湿潤
負傷,神戸市灘区,2020/7/27,18,曇,湿潤
負傷,神戸市灘区,2020/7/27,18,曇,湿潤
負傷,神戸市兵庫区,2020/7/27,12,曇,乾燥
負傷,神戸市兵庫区,2020/7/27,13,曇,乾燥
負傷,神戸市兵庫区,2020/7/27,13,晴,乾燥
負傷,神戸市北区,2020/7/27,13,曇,湿潤
負傷,神戸市北区,2020/7/27,19,雨,湿潤
負傷,神戸市北区,2020/7/27,10,曇,乾燥
負傷,神戸市北区,2020/7/27,10,曇,乾燥
負傷,神戸市北区,2020/7/27,16,曇,乾燥
負傷,神戸市長田区,2020/7/27,13,曇,乾燥
負傷,神戸市垂水区,2020/7/27,11,曇,乾燥
負傷,神戸市垂水区,2020/7/27,17,曇,乾燥
負傷,神戸市垂水区,2020/7/27,21,曇,乾燥
負傷,神戸市西区,2020/7/27,7,曇,湿潤
負傷,神戸市西区,2020/7/27,8,曇,乾燥
負傷,神戸市東灘区,2020/7/28,0,曇,乾燥
負傷,神戸市東灘区,2020/7/28,12,曇,乾燥
負傷,神戸市灘区,2020/7/28,19,晴,乾燥
負傷,神戸市北区,2020/7/28,10,晴,乾燥
負傷,神戸市長田区,2020/7/28,16,曇,湿潤
負傷,神戸市長田区,2020/7/28,18,曇,乾燥
負傷,神戸市須磨区,2020/7/28,8,晴,乾燥
負傷,神戸市須磨区,2020/7/28,17,曇,乾燥
負傷,神戸市垂水区,2020/7/28,19,曇,乾燥
負傷,神戸市西区,2020/7/28,11,曇,乾燥
負傷,神戸市東灘区,2020/7/29,18,晴,乾燥
負傷,神戸市灘区,2020/7/29,14,晴,乾燥
負傷,神戸市垂水区,2020/7/29,7,晴,乾燥
負傷,神戸市垂水区,2020/7/29,16,曇,乾燥
負傷,神戸市西区,2020/7/29,11,曇,乾燥
負傷,神戸市西区,2020/7/29,15,雨,湿潤
負傷,神戸市西区,2020/7/29,18,雨,湿潤
負傷,神戸市西区,2020/7/29,22,曇,乾燥
負傷,神戸市東灘区,2020/7/30,8,晴,乾燥
負傷,神戸市灘区,2020/7/30,10,晴,乾燥
負傷,神戸市灘区,2020/7/30,14,晴,乾燥
負傷,神戸市灘区,2020/7/30,16,曇,乾燥
負傷,神戸市灘区,2020/7/30,18,曇,湿潤
負傷,神戸市兵庫区,2020/7/30,9,晴,乾燥
負傷,神戸市北区,2020/7/30,7,曇,乾燥
負傷,神戸市長田区,2020/7/30,8,晴,乾燥
負傷,神戸市須磨区,2020/7/30,23,晴,乾燥
負傷,神戸市垂水区,2020/7/30,6,曇,乾燥
負傷,神戸市垂水区,2020/7/30,13,晴,乾燥
負傷,神戸市垂水区,2020/7/30,12,晴,乾燥
負傷,神戸市西区,2020/7/30,7,晴,乾燥
負傷,神戸市中央区,2020/7/31,17,曇,乾燥
負傷,神戸市中央区,2020/7/31,17,晴,乾燥
負傷,神戸市北区,2020/7/31,17,曇,湿潤
負傷,神戸市長田区,2020/7/31,14,晴,乾燥
負傷,神戸市長田区,2020/7/31,17,晴,乾燥
負傷,神戸市中央区,2020/8/1,23,晴,乾燥
負傷,神戸市中央区,2020/8/1,19,晴,乾燥
負傷,神戸市東灘区,2020/8/1,18,晴,乾燥
負傷,神戸市灘区,2020/8/1,11,晴,乾燥
負傷,神戸市北区,2020/8/1,11,晴,乾燥
負傷,神戸市長田区,2020/8/1,9,晴,乾燥
負傷,神戸市垂水区,2020/8/1,16,晴,乾燥
負傷,神戸市垂水区,2020/8/1,18,晴,乾燥
負傷,神戸市西区,2020/8/1,13,晴,乾燥
負傷,神戸市西区,2020/8/1,17,晴,乾燥
負傷,神戸市西区,2020/8/1,18,曇,乾燥
負傷,神戸市中央区,2020/8/2,12,晴,乾燥
負傷,神戸市東灘区,2020/8/2,17,晴,乾燥
負傷,神戸市灘区,2020/8/2,17,晴,乾燥
負傷,神戸市兵庫区,2020/8/2,12,晴,乾燥
負傷,神戸市兵庫区,2020/8/2,19,晴,乾燥
負傷,神戸市北区,2020/8/2,18,曇,乾燥
負傷,神戸市北区,2020/8/2,15,晴,乾燥
負傷,神戸市垂水区,2020/8/2,16,晴,乾燥
負傷,神戸市西区,2020/8/2,10,晴,乾燥
負傷,神戸市西区,2020/8/2,16,晴,乾燥
負傷,神戸市西区,2020/8/2,17,晴,乾燥
負傷,神戸市中央区,2020/8/3,14,晴,乾燥
負傷,神戸市中央区,2020/8/3,16,晴,乾燥
負傷,神戸市東灘区,2020/8/3,9,晴,乾燥
負傷,神戸市東灘区,2020/8/3,10,晴,乾燥
負傷,神戸市東灘区,2020/8/3,18,晴,乾燥
負傷,神戸市兵庫区,2020/8/3,17,晴,乾燥
負傷,神戸市兵庫区,2020/8/3,18,晴,乾燥
負傷,神戸市北区,2020/8/3,19,晴,乾燥
負傷,神戸市北区,2020/8/3,16,晴,乾燥
負傷,神戸市北区,2020/8/3,12,晴,乾燥
負傷,神戸市長田区,2020/8/3,12,晴,乾燥
負傷,神戸市長田区,2020/8/3,22,晴,乾燥
負傷,神戸市垂水区,2020/8/3,7,晴,乾燥
負傷,神戸市西区,2020/8/3,8,晴,乾燥
負傷,神戸市西区,2020/8/3,14,曇,乾燥
負傷,神戸市西区,2020/8/3,17,晴,乾燥
負傷,神戸市中央区,2020/8/4,9,晴,乾燥
負傷,神戸市中央区,2020/8/4,19,晴,乾燥
負傷,神戸市東灘区,2020/8/4,16,晴,乾燥
負傷,神戸市東灘区,2020/8/4,18,晴,乾燥
負傷,神戸市灘区,2020/8/4,16,晴,乾燥
負傷,神戸市灘区,2020/8/4,16,晴,乾燥
負傷,神戸市兵庫区,2020/8/4,10,晴,乾燥
負傷,神戸市兵庫区,2020/8/4,12,晴,乾燥
負傷,神戸市兵庫区,2020/8/4,14,晴,乾燥
負傷,神戸市北区,2020/8/4,7,晴,乾燥
負傷,神戸市北区,2020/8/4,11,晴,乾燥
負傷,神戸市北区,2020/8/4,11,晴,乾燥
負傷,神戸市長田区,2020/8/4,12,晴,乾燥
負傷,神戸市垂水区,2020/8/4,1,晴,乾燥
負傷,神戸市西区,2020/8/4,17,晴,乾燥
負傷,神戸市中央区,2020/8/5,20,晴,乾燥
負傷,神戸市中央区,2020/8/5,11,晴,乾燥
負傷,神戸市中央区,2020/8/5,15,晴,乾燥
負傷,神戸市東灘区,2020/8/5,9,晴,乾燥
負傷,神戸市灘区,2020/8/5,10,晴,乾燥
負傷,神戸市灘区,2020/8/5,7,晴,乾燥
負傷,神戸市兵庫区,2020/8/5,7,晴,乾燥
負傷,神戸市北区,2020/8/5,11,晴,乾燥
負傷,神戸市北区,2020/8/5,20,晴,乾燥
負傷,神戸市北区,2020/8/5,12,晴,乾燥
負傷,神戸市長田区,2020/8/5,8,晴,乾燥
負傷,神戸市長田区,2020/8/5,10,晴,乾燥
負傷,神戸市垂水区,2020/8/5,13,晴,乾燥
負傷,神戸市西区,2020/8/5,7,晴,乾燥
負傷,神戸市西区,2020/8/5,12,晴,乾燥
負傷,神戸市西区,2020/8/5,14,晴,乾燥
負傷,神戸市中央区,2020/8/6,12,晴,乾燥
負傷,神戸市中央区,2020/8/6,13,晴,乾燥
負傷,神戸市中央区,2020/8/6,18,晴,乾燥
負傷,神戸市東灘区,2020/8/6,9,晴,乾燥
負傷,神戸市灘区,2020/8/6,12,晴,乾燥
負傷,神戸市兵庫区,2020/8/6,19,晴,乾燥
負傷,神戸市北区,2020/8/6,6,晴,乾燥
負傷,神戸市北区,2020/8/6,12,晴,乾燥
負傷,神戸市北区,2020/8/6,14,晴,乾燥
負傷,神戸市北区,2020/8/6,17,晴,乾燥
負傷,神戸市長田区,2020/8/6,8,晴,乾燥
負傷,神戸市垂水区,2020/8/6,15,晴,乾燥
負傷,神戸市垂水区,2020/8/6,22,晴,乾燥
負傷,神戸市西区,2020/8/6,18,晴,乾燥
負傷,神戸市中央区,2020/8/7,23,晴,乾燥
負傷,神戸市灘区,2020/8/7,9,晴,乾燥
負傷,神戸市灘区,2020/8/7,13,晴,乾燥
負傷,神戸市兵庫区,2020/8/7,14,晴,乾燥
負傷,神戸市北区,2020/8/7,11,晴,乾燥
負傷,神戸市北区,2020/8/7,18,晴,乾燥
負傷,神戸市北区,2020/8/7,10,晴,乾燥
負傷,神戸市長田区,2020/8/7,9,晴,乾燥
負傷,神戸市長田区,2020/8/7,16,晴,乾燥
負傷,神戸市垂水区,2020/8/7,11,晴,乾燥
負傷,神戸市垂水区,2020/8/7,23,晴,乾燥
負傷,神戸市垂水区,2020/8/7,11,晴,乾燥
負傷,神戸市西区,2020/8/7,10,晴,乾燥
負傷,神戸市中央区,2020/8/8,10,晴,乾燥
負傷,神戸市東灘区,2020/8/8,0,晴,乾燥
負傷,神戸市灘区,2020/8/8,12,晴,乾燥
負傷,神戸市北区,2020/8/8,6,曇,乾燥
負傷,神戸市長田区,2020/8/8,10,晴,乾燥
負傷,神戸市須磨区,2020/8/8,16,晴,乾燥
負傷,神戸市西区,2020/8/8,9,晴,乾燥
負傷,神戸市西区,2020/8/8,16,晴,乾燥
負傷,神戸市西区,2020/8/8,9,晴,乾燥
負傷,神戸市中央区,2020/8/9,13,晴,乾燥
負傷,神戸市中央区,2020/8/9,14,晴,乾燥
負傷,神戸市東灘区,2020/8/9,17,晴,乾燥
負傷,神戸市東灘区,2020/8/9,13,晴,乾燥
負傷,神戸市北区,2020/8/9,14,晴,乾燥
負傷,神戸市北区,2020/8/9,14,晴,乾燥
負傷,神戸市北区,2020/8/9,12,晴,乾燥
負傷,神戸市北区,2020/8/9,13,晴,乾燥
負傷,神戸市長田区,2020/8/9,13,晴,乾燥
負傷,神戸市須磨区,2020/8/9,10,晴,乾燥
負傷,神戸市須磨区,2020/8/9,10,晴,乾燥
負傷,神戸市東灘区,2020/8/10,18,晴,乾燥
負傷,神戸市北区,2020/8/10,15,晴,乾燥
負傷,神戸市北区,2020/8/10,9,晴,乾燥
負傷,神戸市垂水区,2020/8/10,17,晴,乾燥
負傷,神戸市垂水区,2020/8/10,5,晴,乾燥
負傷,神戸市西区,2020/8/10,15,晴,乾燥
負傷,神戸市西区,2020/8/10,15,曇,乾燥
負傷,神戸市中央区,2020/8/11,15,晴,乾燥
負傷,神戸市中央区,2020/8/11,14,晴,乾燥
負傷,神戸市東灘区,2020/8/11,11,晴,乾燥
負傷,神戸市東灘区,2020/8/11,11,晴,乾燥
負傷,神戸市東灘区,2020/8/11,16,晴,乾燥
負傷,神戸市灘区,2020/8/11,8,晴,乾燥
負傷,神戸市兵庫区,2020/8/11,2,晴,乾燥
負傷,神戸市兵庫区,2020/8/11,7,晴,乾燥
負傷,神戸市北区,2020/8/11,11,晴,乾燥
負傷,神戸市長田区,2020/8/11,13,晴,乾燥
負傷,神戸市長田区,2020/8/11,14,晴,乾燥
負傷,神戸市須磨区,2020/8/11,4,晴,乾燥
負傷,神戸市須磨区,2020/8/11,10,晴,乾燥
負傷,神戸市須磨区,2020/8/11,23,晴,乾燥
負傷,神戸市西区,2020/8/11,16,晴,乾燥
負傷,神戸市中央区,2020/8/12,16,晴,乾燥
負傷,神戸市東灘区,2020/8/12,6,晴,乾燥
負傷,神戸市東灘区,2020/8/12,12,晴,乾燥
負傷,神戸市灘区,2020/8/12,7,晴,乾燥
負傷,神戸市灘区,2020/8/12,15,晴,乾燥
負傷,神戸市灘区,2020/8/12,18,晴,乾燥
負傷,神戸市兵庫区,2020/8/12,11,晴,乾燥
負傷,神戸市北区,2020/8/12,20,晴,乾燥
負傷,神戸市北区,2020/8/12,8,晴,乾燥
負傷,神戸市長田区,2020/8/12,4,晴,乾燥
負傷,神戸市長田区,2020/8/12,7,晴,乾燥
負傷,神戸市長田区,2020/8/12,11,晴,乾燥
負傷,神戸市長田区,2020/8/12,15,晴,乾燥
負傷,神戸市中央区,2020/8/13,9,晴,乾燥
負傷,神戸市中央区,2020/8/13,14,晴,乾燥
負傷,神戸市中央区,2020/8/13,22,晴,乾燥
負傷,神戸市中央区,2020/8/13,9,晴,乾燥
負傷,神戸市中央区,2020/8/13,20,晴,乾燥
負傷,神戸市東灘区,2020/8/13,17,晴,乾燥
負傷,神戸市兵庫区,2020/8/13,8,晴,乾燥
負傷,神戸市兵庫区,2020/8/13,13,晴,乾燥
負傷,神戸市兵庫区,2020/8/13,19,晴,乾燥
負傷,神戸市兵庫区,2020/8/13,14,晴,乾燥
負傷,神戸市北区,2020/8/13,14,晴,乾燥
負傷,神戸市長田区,2020/8/13,12,晴,乾燥
負傷,神戸市長田区,2020/8/13,9,晴,乾燥
負傷,神戸市長田区,2020/8/13,14,晴,乾燥
負傷,神戸市垂水区,2020/8/13,9,晴,乾燥
負傷,神戸市垂水区,2020/8/13,17,晴,乾燥
負傷,神戸市西区,2020/8/13,12,晴,乾燥
負傷,神戸市中央区,2020/8/14,19,晴,乾燥
負傷,神戸市東灘区,2020/8/14,11,晴,乾燥
負傷,神戸市灘区,2020/8/14,11,晴,乾燥
負傷,神戸市兵庫区,2020/8/14,19,晴,乾燥
負傷,神戸市北区,2020/8/14,10,晴,乾燥
負傷,神戸市北区,2020/8/14,14,晴,乾燥
負傷,神戸市長田区,2020/8/14,17,晴,乾燥
負傷,神戸市西区,2020/8/14,15,晴,乾燥
負傷,神戸市西区,2020/8/14,17,晴,乾燥
負傷,神戸市西区,2020/8/14,22,晴,乾燥
負傷,神戸市東灘区,2020/8/15,11,晴,乾燥
負傷,神戸市北区,2020/8/15,8,晴,乾燥
負傷,神戸市北区,2020/8/15,9,晴,乾燥
負傷,神戸市北区,2020/8/15,17,晴,乾燥
負傷,神戸市北区,2020/8/15,10,晴,乾燥
負傷,神戸市北区,2020/8/15,12,晴,乾燥
負傷,神戸市垂水区,2020/8/15,13,晴,乾燥
負傷,神戸市垂水区,2020/8/15,15,晴,乾燥
負傷,神戸市垂水区,2020/8/15,9,晴,湿潤
負傷,神戸市灘区,2020/8/16,7,晴,乾燥
負傷,神戸市灘区,2020/8/16,21,晴,乾燥
負傷,神戸市西区,2020/8/16,14,晴,乾燥
負傷,神戸市中央区,2020/8/17,14,晴,乾燥
負傷,神戸市中央区,2020/8/17,7,晴,乾燥
負傷,神戸市中央区,2020/8/17,10,晴,乾燥
負傷,神戸市東灘区,2020/8/17,4,晴,乾燥
負傷,神戸市兵庫区,2020/8/17,7,晴,乾燥
負傷,神戸市長田区,2020/8/17,12,晴,乾燥
負傷,神戸市須磨区,2020/8/17,7,晴,乾燥
負傷,神戸市垂水区,2020/8/17,6,晴,乾燥
負傷,神戸市垂水区,2020/8/17,21,晴,乾燥
負傷,神戸市中央区,2020/8/18,13,晴,乾燥
負傷,神戸市中央区,2020/8/18,16,晴,乾燥
負傷,神戸市中央区,2020/8/18,17,晴,乾燥
負傷,神戸市灘区,2020/8/18,15,晴,乾燥
負傷,神戸市兵庫区,2020/8/18,23,晴,乾燥
負傷,神戸市北区,2020/8/18,8,晴,乾燥
負傷,神戸市北区,2020/8/18,12,晴,乾燥
負傷,神戸市北区,2020/8/18,15,晴,乾燥
負傷,神戸市長田区,2020/8/18,11,晴,乾燥
負傷,神戸市長田区,2020/8/18,14,晴,乾燥
負傷,神戸市垂水区,2020/8/18,8,晴,乾燥
負傷,神戸市垂水区,2020/8/18,12,晴,乾燥
負傷,神戸市垂水区,2020/8/18,12,晴,乾燥
負傷,神戸市西区,2020/8/18,7,晴,乾燥
負傷,神戸市西区,2020/8/18,17,晴,乾燥
負傷,神戸市西区,2020/8/18,21,晴,乾燥
負傷,神戸市中央区,2020/8/19,13,晴,乾燥
負傷,神戸市東灘区,2020/8/19,12,晴,乾燥
負傷,神戸市灘区,2020/8/19,14,晴,乾燥
負傷,神戸市兵庫区,2020/8/19,7,晴,乾燥
負傷,神戸市北区,2020/8/19,7,晴,乾燥
負傷,神戸市北区,2020/8/19,13,晴,乾燥
負傷,神戸市北区,2020/8/19,18,晴,乾燥
負傷,神戸市北区,2020/8/19,11,晴,乾燥
負傷,神戸市北区,2020/8/19,17,晴,乾燥
負傷,神戸市長田区,2020/8/19,8,晴,乾燥
負傷,神戸市長田区,2020/8/19,12,晴,乾燥
負傷,神戸市長田区,2020/8/19,14,晴,乾燥
負傷,神戸市垂水区,2020/8/19,7,晴,乾燥
負傷,神戸市垂水区,2020/8/19,13,晴,乾燥
負傷,神戸市垂水区,2020/8/19,16,晴,乾燥
負傷,神戸市垂水区,2020/8/19,20,晴,乾燥
負傷,神戸市西区,2020/8/19,13,晴,乾燥
負傷,神戸市西区,2020/8/19,20,晴,乾燥
負傷,神戸市西区,2020/8/19,23,晴,乾燥
負傷,神戸市中央区,2020/8/20,8,晴,乾燥
負傷,神戸市中央区,2020/8/20,11,晴,乾燥
負傷,神戸市東灘区,2020/8/20,17,晴,乾燥
負傷,神戸市灘区,2020/8/20,7,晴,乾燥
負傷,神戸市灘区,2020/8/20,12,晴,乾燥
負傷,神戸市兵庫区,2020/8/20,7,晴,乾燥
負傷,神戸市兵庫区,2020/8/20,7,晴,乾燥
負傷,神戸市須磨区,2020/8/20,0,晴,乾燥
負傷,神戸市須磨区,2020/8/20,6,晴,乾燥
負傷,神戸市須磨区,2020/8/20,17,晴,乾燥
負傷,神戸市垂水区,2020/8/20,8,晴,乾燥
負傷,神戸市垂水区,2020/8/20,17,晴,乾燥
負傷,神戸市垂水区,2020/8/20,19,晴,乾燥
負傷,神戸市西区,2020/8/20,14,晴,乾燥
負傷,神戸市中央区,2020/8/21,7,晴,乾燥
負傷,神戸市東灘区,2020/8/21,15,晴,乾燥
負傷,神戸市東灘区,2020/8/21,8,晴,乾燥
負傷,神戸市東灘区,2020/8/21,18,曇,乾燥
負傷,神戸市灘区,2020/8/21,19,曇,湿潤
負傷,神戸市兵庫区,2020/8/21,10,晴,乾燥
負傷,神戸市北区,2020/8/21,9,晴,乾燥
負傷,神戸市北区,2020/8/21,18,雨,湿潤
負傷,神戸市長田区,2020/8/21,12,晴,乾燥
負傷,神戸市須磨区,2020/8/21,18,晴,乾燥
負傷,神戸市須磨区,2020/8/21,19,曇,乾燥
負傷,神戸市垂水区,2020/8/21,10,晴,乾燥
負傷,神戸市垂水区,2020/8/21,12,晴,乾燥
負傷,神戸市西区,2020/8/21,15,晴,乾燥
負傷,神戸市西区,2020/8/21,16,晴,乾燥
負傷,神戸市中央区,2020/8/22,23,晴,乾燥
負傷,神戸市東灘区,2020/8/22,11,晴,乾燥
負傷,神戸市東灘区,2020/8/22,9,晴,乾燥
負傷,神戸市灘区,2020/8/22,17,曇,湿潤
負傷,神戸市兵庫区,2020/8/22,3,晴,乾燥
負傷,神戸市兵庫区,2020/8/22,13,晴,乾燥
負傷,神戸市北区,2020/8/22,8,晴,乾燥
負傷,神戸市須磨区,2020/8/22,3,晴,乾燥
負傷,神戸市垂水区,2020/8/22,9,晴,乾燥
負傷,神戸市西区,2020/8/22,7,晴,乾燥
負傷,神戸市中央区,2020/8/23,14,晴,乾燥
負傷,神戸市中央区,2020/8/23,7,晴,乾燥
負傷,神戸市中央区,2020/8/23,17,晴,乾燥
負傷,神戸市東灘区,2020/8/23,7,晴,乾燥
負傷,神戸市兵庫区,2020/8/23,16,晴,乾燥
負傷,神戸市北区,2020/8/23,11,晴,乾燥
負傷,神戸市北区,2020/8/23,13,晴,乾燥
負傷,神戸市北区,2020/8/23,19,晴,乾燥
負傷,神戸市長田区,2020/8/23,12,晴,乾燥
負傷,神戸市垂水区,2020/8/23,14,晴,乾燥
負傷,神戸市西区,2020/8/23,8,晴,乾燥
負傷,神戸市西区,2020/8/23,11,晴,乾燥
負傷,神戸市西区,2020/8/23,18,晴,乾燥
負傷,神戸市東灘区,2020/8/24,15,晴,乾燥
負傷,神戸市東灘区,2020/8/24,15,晴,乾燥
負傷,神戸市灘区,2020/8/24,7,晴,乾燥
負傷,神戸市灘区,2020/8/24,16,晴,乾燥
負傷,神戸市灘区,2020/8/24,18,晴,乾燥
負傷,神戸市北区,2020/8/24,9,晴,乾燥
負傷,神戸市北区,2020/8/24,7,晴,乾燥
負傷,神戸市長田区,2020/8/24,7,晴,乾燥
負傷,神戸市長田区,2020/8/24,12,晴,乾燥
負傷,神戸市長田区,2020/8/24,14,晴,乾燥
負傷,神戸市垂水区,2020/8/24,9,晴,乾燥
負傷,神戸市垂水区,2020/8/24,10,晴,乾燥
負傷,神戸市垂水区,2020/8/24,12,晴,乾燥
負傷,神戸市垂水区,2020/8/24,16,晴,乾燥
負傷,神戸市垂水区,2020/8/24,17,晴,乾燥
負傷,神戸市西区,2020/8/24,11,晴,乾燥
負傷,神戸市中央区,2020/8/25,1,晴,乾燥
負傷,神戸市中央区,2020/8/25,7,晴,乾燥
負傷,神戸市中央区,2020/8/25,7,晴,乾燥
負傷,神戸市東灘区,2020/8/25,17,晴,乾燥
負傷,神戸市東灘区,2020/8/25,11,晴,乾燥
負傷,神戸市兵庫区,2020/8/25,19,晴,乾燥
負傷,神戸市北区,2020/8/25,7,晴,乾燥
負傷,神戸市北区,2020/8/25,12,晴,乾燥
負傷,神戸市北区,2020/8/25,19,晴,乾燥
負傷,神戸市長田区,2020/8/25,8,晴,乾燥
負傷,神戸市長田区,2020/8/25,17,晴,乾燥
負傷,神戸市須磨区,2020/8/25,15,晴,乾燥
負傷,神戸市垂水区,2020/8/25,10,晴,乾燥
負傷,神戸市垂水区,2020/8/25,16,晴,乾燥
負傷,神戸市西区,2020/8/25,17,晴,乾燥
負傷,神戸市西区,2020/8/25,7,曇,乾燥
負傷,神戸市中央区,2020/8/26,16,晴,乾燥
負傷,神戸市中央区,2020/8/26,16,晴,乾燥
負傷,神戸市中央区,2020/8/26,8,晴,乾燥
負傷,神戸市中央区,2020/8/26,15,晴,乾燥
負傷,神戸市中央区,2020/8/26,22,晴,乾燥
負傷,神戸市東灘区,2020/8/26,6,晴,乾燥
負傷,神戸市兵庫区,2020/8/26,9,晴,乾燥
負傷,神戸市兵庫区,2020/8/26,18,晴,乾燥
負傷,神戸市北区,2020/8/26,6,晴,乾燥
負傷,神戸市北区,2020/8/26,15,晴,乾燥
負傷,神戸市北区,2020/8/26,17,晴,乾燥
負傷,神戸市北区,2020/8/26,19,晴,乾燥
負傷,神戸市北区,2020/8/26,18,晴,乾燥
負傷,神戸市北区,2020/8/26,17,晴,乾燥
負傷,神戸市長田区,2020/8/26,16,晴,乾燥
負傷,神戸市垂水区,2020/8/26,5,晴,乾燥
負傷,神戸市垂水区,2020/8/26,6,晴,乾燥
負傷,神戸市西区,2020/8/26,7,晴,乾燥
負傷,神戸市西区,2020/8/26,17,晴,乾燥
負傷,神戸市西区,2020/8/26,15,晴,乾燥
負傷,神戸市西区,2020/8/26,11,晴,乾燥
負傷,神戸市中央区,2020/8/27,17,晴,乾燥
負傷,神戸市中央区,2020/8/27,8,晴,乾燥
負傷,神戸市灘区,2020/8/27,8,晴,乾燥
負傷,神戸市兵庫区,2020/8/27,9,晴,乾燥
負傷,神戸市長田区,2020/8/27,17,曇,乾燥
負傷,神戸市長田区,2020/8/27,19,曇,乾燥
負傷,神戸市須磨区,2020/8/27,18,曇,乾燥
負傷,神戸市垂水区,2020/8/27,12,晴,乾燥
負傷,神戸市西区,2020/8/27,12,晴,乾燥
負傷,神戸市西区,2020/8/27,21,晴,乾燥
負傷,神戸市西区,2020/8/27,10,晴,乾燥
負傷,神戸市中央区,2020/8/28,20,晴,乾燥
負傷,神戸市中央区,2020/8/28,23,晴,乾燥
負傷,神戸市東灘区,2020/8/28,17,晴,乾燥
負傷,神戸市東灘区,2020/8/28,19,晴,乾燥
負傷,神戸市灘区,2020/8/28,9,晴,乾燥
