accident,where,year,date,,time,whether,state
負傷,神戸市北区,2020,1219,20201219,9,曇,乾燥
負傷,神戸市北区,2020,1221,20201221,15,曇,乾燥
負傷,神戸市北区,2020,1223,20201223,15,晴,乾燥
負傷,神戸市北区,2020,1224,20201224,16,雨,湿潤
負傷,神戸市北区,2020,1225,20201225,13,曇,乾燥
負傷,神戸市北区,2020,1225,20201225,17,曇,乾燥
負傷,神戸市北区,2020,1226,20201226,7,雨,湿潤
負傷,神戸市北区,2020,1227,20201227,18,曇,乾燥
負傷,神戸市北区,2020,1227,20201227,19,曇,乾燥
負傷,神戸市北区,2020,1227,20201227,9,晴,乾燥
負傷,神戸市北区,2020,1228,20201228,12,晴,乾燥
負傷,神戸市北区,2020,0101,20200101,7,晴,乾燥
負傷,神戸市北区,2020,0105,20200105,10,晴,乾燥
負傷,神戸市北区,2020,0107,20200107,8,雨,湿潤
負傷,神戸市北区,2020,0107,20200107,10,雨,湿潤
負傷,神戸市北区,2020,0110,20200110,9,晴,乾燥
負傷,神戸市北区,2020,0110,20200110,13,晴,乾燥
負傷,神戸市北区,2020,0111,20200111,8,曇,乾燥
負傷,神戸市北区,2019,1214,20191214,17,晴,乾燥
負傷,神戸市北区,2020,0113,20200113,19,晴,乾燥
負傷,神戸市北区,2020,0113,20200113,19,晴,乾燥
負傷,神戸市北区,2020,0114,20200114,11,曇,乾燥
負傷,神戸市北区,2020,0115,20200115,13,晴,乾燥
負傷,神戸市北区,2020,0120,20200120,17,晴,乾燥
負傷,神戸市北区,2020,0120,20200120,18,晴,乾燥
負傷,神戸市北区,2020,0122,20200122,7,晴,乾燥
負傷,神戸市北区,2020,0122,20200122,18,雨,湿潤
負傷,神戸市北区,2020,0124,20200124,6,晴,乾燥
負傷,神戸市北区,2020,0125,20200125,19,晴,乾燥
負傷,神戸市北区,2020,0126,20200126,7,曇,乾燥
負傷,神戸市北区,2020,0126,20200126,14,晴,乾燥
負傷,神戸市北区,2019,1216,20191216,18,晴,乾燥
負傷,神戸市北区,2020,0127,20200127,15,雨,湿潤
負傷,神戸市北区,2020,0126,20200126,13,晴,乾燥
負傷,神戸市北区,2020,0129,20200129,8,曇,乾燥
負傷,神戸市北区,2020,0129,20200129,11,曇,乾燥
負傷,神戸市北区,2020,0130,20200130,12,曇,乾燥
負傷,神戸市北区,2020,0131,20200131,6,曇,乾燥
負傷,神戸市北区,2020,0203,20200203,19,晴,乾燥
負傷,神戸市北区,2020,0204,20200204,6,晴,乾燥
負傷,神戸市北区,2020,0204,20200204,11,晴,乾燥
負傷,神戸市北区,2020,0207,20200207,7,晴,乾燥
負傷,神戸市北区,2020,0128,20200128,18,雨,湿潤
負傷,神戸市北区,2020,0208,20200208,6,晴,乾燥
負傷,神戸市北区,2020,0209,20200209,13,晴,乾燥
負傷,神戸市北区,2020,0210,20200210,6,晴,乾燥
負傷,神戸市北区,2020,0211,20200211,6,晴,乾燥
負傷,神戸市北区,2020,0208,20200208,12,曇,乾燥
負傷,神戸市北区,2020,0213,20200213,8,曇,湿潤
負傷,神戸市北区,2020,0213,20200213,8,曇,湿潤
負傷,神戸市北区,2020,0214,20200214,17,晴,乾燥
負傷,神戸市北区,2020,0215,20200215,5,晴,乾燥
負傷,神戸市北区,2020,0216,20200216,8,雨,湿潤
負傷,神戸市北区,2020,0214,20200214,20,晴,乾燥
負傷,神戸市北区,2020,0216,20200216,17,雨,湿潤
負傷,神戸市北区,2020,0217,20200217,8,晴,乾燥
負傷,神戸市北区,2020,0218,20200218,22,晴,乾燥
負傷,神戸市北区,2020,0218,20200218,16,晴,乾燥
負傷,神戸市北区,2020,0223,20200223,15,晴,乾燥
負傷,神戸市北区,2020,0224,20200224,7,晴,乾燥
負傷,神戸市北区,2020,0225,20200225,11,曇,乾燥
負傷,神戸市北区,2020,0225,20200225,9,曇,乾燥
負傷,神戸市北区,2020,0228,20200228,10,晴,乾燥
負傷,神戸市北区,2020,0227,20200227,8,晴,乾燥
負傷,神戸市北区,2020,0302,20200302,14,晴,乾燥
負傷,神戸市北区,2020,0302,20200302,16,晴,乾燥
負傷,神戸市北区,2020,0306,20200306,15,晴,乾燥
負傷,神戸市北区,2020,0308,20200308,14,曇,湿潤
負傷,神戸市北区,2020,0309,20200309,7,晴,乾燥
負傷,神戸市北区,2020,0310,20200310,15,雨,湿潤
負傷,神戸市北区,2020,0311,20200311,18,晴,乾燥
負傷,神戸市北区,2020,0312,20200312,10,晴,乾燥
負傷,神戸市北区,2020,0315,20200315,12,晴,乾燥
負傷,神戸市北区,2020,0315,20200315,19,晴,乾燥
負傷,神戸市北区,2020,0314,20200314,17,雨,湿潤
負傷,神戸市北区,2020,0316,20200316,10,雪,湿潤
負傷,神戸市北区,2020,0313,20200313,7,晴,乾燥
負傷,神戸市北区,2020,0321,20200321,8,晴,乾燥
負傷,神戸市北区,2020,0323,20200323,10,晴,乾燥
負傷,神戸市北区,2020,0324,20200324,16,晴,乾燥
負傷,神戸市北区,2020,0329,20200329,11,曇,乾燥
負傷,神戸市北区,2020,0312,20200312,15,雨,湿潤
負傷,神戸市北区,2020,0331,20200331,14,晴,乾燥
負傷,神戸市北区,2020,0331,20200331,21,雨,湿潤
負傷,神戸市北区,2020,0401,20200401,13,雨,湿潤
負傷,神戸市北区,2020,0401,20200401,13,雨,湿潤
負傷,神戸市北区,2020,0401,20200401,18,雨,湿潤
負傷,神戸市北区,2020,0331,20200331,17,曇,乾燥
負傷,神戸市北区,2020,0331,20200331,13,曇,乾燥
負傷,神戸市北区,2020,0407,20200407,18,晴,乾燥
負傷,神戸市北区,2020,0408,20200408,10,晴,乾燥
負傷,神戸市北区,2020,0411,20200411,8,晴,乾燥
負傷,神戸市北区,2020,0414,20200414,12,晴,乾燥
負傷,神戸市北区,2020,0416,20200416,14,晴,乾燥
負傷,神戸市北区,2020,0419,20200419,14,曇,乾燥
負傷,神戸市北区,2020,0402,20200402,20,晴,乾燥
負傷,神戸市北区,2020,0422,20200422,18,晴,乾燥
負傷,神戸市北区,2020,0427,20200427,9,晴,乾燥
負傷,神戸市北区,2020,0428,20200428,14,晴,乾燥
負傷,神戸市北区,2020,0428,20200428,16,晴,乾燥
負傷,神戸市北区,2020,0501,20200501,15,晴,乾燥
負傷,神戸市北区,2020,0429,20200429,8,晴,乾燥
負傷,神戸市北区,2020,0504,20200504,15,晴,乾燥
負傷,神戸市北区,2020,0506,20200506,16,晴,乾燥
負傷,神戸市北区,2020,0510,20200510,19,晴,湿潤
負傷,神戸市北区,2020,0513,20200513,22,晴,乾燥
負傷,神戸市北区,2020,0516,20200516,12,雨,湿潤
負傷,神戸市北区,2020,0517,20200517,9,晴,乾燥
負傷,神戸市北区,2020,0521,20200521,22,晴,乾燥
負傷,神戸市北区,2020,0519,20200519,6,雨,湿潤
負傷,神戸市北区,2020,0522,20200522,10,晴,乾燥
負傷,神戸市北区,2020,0522,20200522,11,晴,乾燥
負傷,神戸市北区,2020,0603,20200603,14,曇,乾燥
負傷,神戸市北区,2020,0603,20200603,16,曇,乾燥
負傷,神戸市北区,2020,0607,20200607,16,晴,乾燥
負傷,神戸市北区,2020,0608,20200608,17,晴,乾燥
負傷,神戸市北区,2020,0608,20200608,17,晴,乾燥
負傷,神戸市北区,2020,0608,20200608,17,晴,乾燥
負傷,神戸市北区,2020,0611,20200611,7,雨,湿潤
負傷,神戸市北区,2020,0611,20200611,17,雨,湿潤
負傷,神戸市北区,2020,0606,20200606,10,曇,乾燥
負傷,神戸市北区,2020,0616,20200616,17,晴,乾燥
負傷,神戸市北区,2020,0618,20200618,9,雨,湿潤
負傷,神戸市北区,2020,0618,20200618,12,雨,湿潤
負傷,神戸市北区,2020,0619,20200619,7,雨,湿潤
負傷,神戸市北区,2020,0619,20200619,22,曇,乾燥
負傷,神戸市北区,2020,0620,20200620,8,晴,乾燥
負傷,神戸市北区,2020,0620,20200620,16,晴,乾燥
負傷,神戸市北区,2020,0622,20200622,0,晴,乾燥
負傷,神戸市北区,2020,0624,20200624,12,晴,乾燥
負傷,神戸市北区,2020,0625,20200625,13,曇,湿潤
負傷,神戸市北区,2020,0627,20200627,10,晴,乾燥
負傷,神戸市北区,2020,0629,20200629,15,晴,乾燥
負傷,神戸市北区,2020,0705,20200705,14,曇,乾燥
負傷,神戸市北区,2020,0705,20200705,15,曇,乾燥
負傷,神戸市北区,2020,0707,20200707,19,雨,湿潤
負傷,神戸市北区,2020,0712,20200712,17,曇,乾燥
負傷,神戸市北区,2020,0707,20200707,14,雨,湿潤
負傷,神戸市北区,2020,0713,20200713,19,雨,湿潤
負傷,神戸市北区,2020,0715,20200715,19,晴,湿潤
負傷,神戸市北区,2020,0712,20200712,4,曇,乾燥
負傷,神戸市北区,2020,0717,20200717,13,曇,乾燥
負傷,神戸市北区,2020,0719,20200719,8,晴,乾燥
負傷,神戸市北区,2020,0719,20200719,15,晴,乾燥
負傷,神戸市北区,2020,0720,20200720,14,晴,乾燥
負傷,神戸市北区,2020,0711,20200711,17,雨,湿潤
負傷,神戸市北区,2020,0716,20200716,8,晴,乾燥
負傷,神戸市北区,2020,0721,20200721,18,晴,乾燥
負傷,神戸市北区,2020,0722,20200722,10,晴,乾燥
負傷,神戸市北区,2020,0724,20200724,14,雨,湿潤
負傷,神戸市北区,2020,0725,20200725,10,曇,湿潤
負傷,神戸市北区,2020,0726,20200726,15,雨,湿潤
負傷,神戸市北区,2020,0727,20200727,10,曇,乾燥
負傷,神戸市北区,2020,0727,20200727,10,曇,乾燥
負傷,神戸市北区,2020,0727,20200727,16,曇,乾燥
負傷,神戸市北区,2020,0728,20200728,10,晴,乾燥
負傷,神戸市北区,2020,0725,20200725,10,雨,湿潤
負傷,神戸市北区,2020,0715,20200715,19,曇,乾燥
負傷,神戸市北区,2020,0802,20200802,15,晴,乾燥
負傷,神戸市北区,2020,0803,20200803,16,晴,乾燥
負傷,神戸市北区,2020,0805,20200805,11,晴,乾燥
負傷,神戸市北区,2020,0805,20200805,20,晴,乾燥
負傷,神戸市北区,2020,0714,20200714,8,雨,湿潤
負傷,神戸市北区,2020,0805,20200805,12,晴,乾燥
負傷,神戸市北区,2020,0806,20200806,14,晴,乾燥
負傷,神戸市北区,2020,0806,20200806,17,晴,乾燥
負傷,神戸市北区,2020,0807,20200807,10,晴,乾燥
負傷,神戸市北区,2020,0801,20200801,11,晴,乾燥
負傷,神戸市北区,2020,0808,20200808,6,曇,乾燥
負傷,神戸市北区,2020,0809,20200809,12,晴,乾燥
負傷,神戸市北区,2020,0809,20200809,13,晴,乾燥
負傷,神戸市北区,2020,0812,20200812,8,晴,乾燥
負傷,神戸市北区,2020,0813,20200813,14,晴,乾燥
負傷,神戸市北区,2020,0814,20200814,10,晴,乾燥
負傷,神戸市北区,2020,0815,20200815,10,晴,乾燥
負傷,神戸市北区,2020,0815,20200815,12,晴,乾燥
負傷,神戸市北区,2020,0818,20200818,8,晴,乾燥
負傷,神戸市北区,2020,0818,20200818,12,晴,乾燥
負傷,神戸市北区,2020,0818,20200818,15,晴,乾燥
負傷,神戸市北区,2020,0819,20200819,17,晴,乾燥
負傷,神戸市北区,2020,0821,20200821,18,雨,湿潤
負傷,神戸市北区,2020,0822,20200822,8,晴,乾燥
負傷,神戸市北区,2020,0823,20200823,11,晴,乾燥
負傷,神戸市北区,2020,0823,20200823,13,晴,乾燥
負傷,神戸市北区,2020,0824,20200824,7,晴,乾燥
負傷,神戸市北区,2020,0825,20200825,19,晴,乾燥
負傷,神戸市北区,2020,0803,20200803,12,晴,乾燥
負傷,神戸市北区,2020,0826,20200826,19,晴,乾燥
負傷,神戸市北区,2020,0826,20200826,18,晴,乾燥
負傷,神戸市北区,2020,0826,20200826,17,晴,乾燥
負傷,神戸市北区,2020,0829,20200829,15,晴,乾燥
負傷,神戸市北区,2020,0829,20200829,17,晴,乾燥
負傷,神戸市北区,2020,0829,20200829,17,晴,乾燥
負傷,神戸市北区,2020,0814,20200814,14,晴,乾燥
負傷,神戸市北区,2020,0823,20200823,19,晴,乾燥
負傷,神戸市北区,2020,0906,20200906,11,晴,乾燥
負傷,神戸市北区,2020,0907,20200907,7,曇,乾燥
負傷,神戸市北区,2020,0903,20200903,7,晴,乾燥
負傷,神戸市北区,2020,0909,20200909,11,雨,湿潤
負傷,神戸市北区,2020,0909,20200909,19,曇,乾燥
死亡,神戸市北区,2020,0910,20200910,11,曇,乾燥
負傷,神戸市北区,2020,0910,20200910,19,晴,乾燥
負傷,神戸市北区,2020,0911,20200911,13,雨,湿潤
負傷,神戸市北区,2020,0909,20200909,15,曇,乾燥
負傷,神戸市北区,2020,0912,20200912,15,晴,乾燥
負傷,神戸市北区,2020,0914,20200914,13,晴,乾燥
負傷,神戸市北区,2020,0914,20200914,18,晴,乾燥
負傷,神戸市北区,2020,0915,20200915,15,晴,乾燥
負傷,神戸市北区,2020,0918,20200918,5,曇,乾燥
負傷,神戸市北区,2020,0919,20200919,12,晴,乾燥
負傷,神戸市北区,2020,0919,20200919,23,晴,乾燥
負傷,神戸市北区,2020,0920,20200920,10,晴,乾燥
負傷,神戸市北区,2020,0921,20200921,12,晴,乾燥
負傷,神戸市北区,2020,0921,20200921,18,晴,乾燥
負傷,神戸市北区,2020,0925,20200925,7,雨,湿潤
負傷,神戸市北区,2020,0927,20200927,11,晴,乾燥
負傷,神戸市北区,2020,0930,20200930,13,晴,乾燥
負傷,神戸市北区,2020,0930,20200930,19,晴,乾燥
負傷,神戸市北区,2020,0921,20200921,8,晴,乾燥
負傷,神戸市北区,2020,1001,20201001,14,晴,乾燥
負傷,神戸市北区,2020,1005,20201005,16,晴,乾燥
負傷,神戸市北区,2020,1008,20201008,7,雨,湿潤
負傷,神戸市北区,2020,1008,20201008,12,雨,湿潤
負傷,神戸市北区,2020,1008,20201008,17,雨,湿潤
負傷,神戸市北区,2020,1008,20201008,17,雨,湿潤
負傷,神戸市北区,2020,1009,20201009,17,雨,湿潤
負傷,神戸市北区,2020,1001,20201001,13,晴,乾燥
負傷,神戸市北区,2020,1007,20201007,13,雨,湿潤
負傷,神戸市北区,2020,1011,20201011,17,晴,乾燥
負傷,神戸市北区,2020,1011,20201011,20,晴,乾燥
負傷,神戸市北区,2020,1014,20201014,11,晴,乾燥
負傷,神戸市北区,2020,1015,20201015,16,晴,乾燥
負傷,神戸市北区,2020,1018,20201018,13,晴,乾燥
負傷,神戸市北区,2020,1019,20201019,11,曇,乾燥
負傷,神戸市北区,2020,1024,20201024,16,晴,乾燥
負傷,神戸市北区,2020,1025,20201025,10,晴,乾燥
負傷,神戸市北区,2020,1025,20201025,9,晴,乾燥
負傷,神戸市北区,2020,1021,20201021,18,晴,乾燥
負傷,神戸市北区,2020,1026,20201026,10,晴,乾燥
負傷,神戸市北区,2020,1026,20201026,13,晴,乾燥
負傷,神戸市北区,2020,1026,20201026,15,晴,乾燥
負傷,神戸市北区,2020,1027,20201027,12,晴,乾燥
負傷,神戸市北区,2020,1102,20201102,5,雨,湿潤
負傷,神戸市北区,2020,1103,20201103,13,晴,乾燥
負傷,神戸市北区,2020,1104,20201104,13,晴,乾燥
負傷,神戸市北区,2020,1104,20201104,13,晴,乾燥
負傷,神戸市北区,2020,1104,20201104,18,晴,乾燥
負傷,神戸市北区,2020,1107,20201107,14,雨,湿潤
負傷,神戸市北区,2020,1023,20201023,18,晴,乾燥
負傷,神戸市北区,2020,1008,20201008,18,雨,湿潤
負傷,神戸市北区,2020,1108,20201108,18,晴,乾燥
負傷,神戸市北区,2020,1110,20201110,7,晴,乾燥
負傷,神戸市北区,2020,1112,20201112,15,晴,乾燥
負傷,神戸市北区,2020,1113,20201113,14,曇,乾燥
負傷,神戸市北区,2020,1113,20201113,19,晴,乾燥
負傷,神戸市北区,2020,1114,20201114,14,晴,乾燥
負傷,神戸市北区,2020,1114,20201114,18,晴,乾燥
負傷,神戸市北区,2020,1115,20201115,14,晴,乾燥
負傷,神戸市北区,2020,1116,20201116,8,晴,乾燥
負傷,神戸市北区,2020,1116,20201116,7,晴,乾燥
負傷,神戸市北区,2020,1116,20201116,16,晴,乾燥
負傷,神戸市北区,2020,1116,20201116,16,晴,乾燥
負傷,神戸市北区,2020,1117,20201117,8,晴,乾燥
負傷,神戸市北区,2020,1110,20201110,7,晴,乾燥
負傷,神戸市北区,2020,1111,20201111,18,晴,乾燥
負傷,神戸市北区,2020,1102,20201102,7,晴,乾燥
負傷,神戸市北区,2020,1120,20201120,3,雨,湿潤
死亡,神戸市北区,2020,1120,20201120,17,晴,乾燥
負傷,神戸市北区,2020,1027,20201027,12,晴,乾燥
負傷,神戸市北区,2020,1122,20201122,17,雨,湿潤
負傷,神戸市北区,2020,1126,20201126,10,晴,乾燥
負傷,神戸市北区,2020,1126,20201126,11,晴,乾燥
負傷,神戸市北区,2020,1126,20201126,21,晴,乾燥
負傷,神戸市北区,2020,1127,20201127,16,晴,乾燥
負傷,神戸市北区,2020,1124,20201124,15,晴,乾燥
負傷,神戸市北区,2020,1128,20201128,17,晴,乾燥
負傷,神戸市北区,2020,1125,20201125,16,晴,乾燥
負傷,神戸市北区,2020,1130,20201130,18,晴,乾燥
負傷,神戸市北区,2020,1201,20201201,18,晴,乾燥
負傷,神戸市北区,2020,1203,20201203,9,晴,乾燥
負傷,神戸市北区,2020,1204,20201204,8,晴,乾燥
負傷,神戸市北区,2020,1205,20201205,15,晴,乾燥
負傷,神戸市北区,2020,1206,20201206,14,晴,乾燥
負傷,神戸市北区,2020,1206,20201206,19,晴,乾燥
負傷,神戸市北区,2020,1208,20201208,9,晴,乾燥
負傷,神戸市北区,2020,1129,20201129,14,晴,乾燥
負傷,神戸市北区,2020,1208,20201208,15,晴,乾燥
負傷,神戸市北区,2020,1209,20201209,10,晴,乾燥
負傷,神戸市北区,2020,1204,20201204,18,晴,乾燥
負傷,神戸市北区,2020,1210,20201210,7,晴,乾燥
負傷,神戸市北区,2020,1212,20201212,20,晴,乾燥
負傷,神戸市北区,2020,1216,20201216,13,晴,乾燥
負傷,神戸市北区,2020,1217,20201217,9,晴,乾燥
負傷,神戸市北区,2020,1217,20201217,8,晴,乾燥
負傷,神戸市北区,2020,1218,20201218,19,晴,乾燥
負傷,神戸市北区,2020,1220,20201220,9,晴,乾燥
負傷,神戸市北区,2020,1211,20201211,18,晴,乾燥
負傷,神戸市北区,2020,1221,20201221,11,晴,乾燥
負傷,神戸市北区,2020,1222,20201222,9,晴,乾燥
負傷,神戸市北区,2020,1222,20201222,12,晴,乾燥
負傷,神戸市北区,2020,1223,20201223,5,晴,乾燥
負傷,神戸市北区,2020,1224,20201224,14,雨,湿潤
負傷,神戸市北区,2020,1224,20201224,18,曇,湿潤
負傷,神戸市北区,2020,1227,20201227,23,雨,湿潤
負傷,神戸市北区,2020,1229,20201229,14,晴,乾燥
負傷,神戸市北区,2020,1231,20201231,9,晴,凍結 
負傷,神戸市長田区,2017,0122,20170122,7,曇,乾燥
負傷,神戸市長田区,2017,0210,20170210,6,曇,乾燥
負傷,神戸市長田区,2017,0217,20170217,16,曇,湿潤
負傷,神戸市長田区,2017,0310,20170310,16,晴,乾燥
負傷,神戸市長田区,2017,0225,20170225,10,晴,乾燥
負傷,神戸市長田区,2017,0401,20170401,16,晴,乾燥
負傷,神戸市長田区,2017,0412,20170412,11,晴,乾燥
負傷,神戸市長田区,2017,0412,20170412,6,曇,湿潤
負傷,神戸市長田区,2017,0422,20170422,11,晴,乾燥
負傷,神戸市長田区,2017,0425,20170425,15,晴,乾燥
負傷,神戸市長田区,2017,0429,20170429,16,晴,乾燥
負傷,神戸市長田区,2017,0504,20170504,8,晴,乾燥
負傷,神戸市長田区,2017,0523,20170523,17,晴,乾燥
負傷,神戸市長田区,2017,0609,20170609,7,晴,乾燥
負傷,神戸市長田区,2017,0704,20170704,16,雨,湿潤
負傷,神戸市長田区,2017,0811,20170811,8,晴,乾燥
負傷,神戸市長田区,2017,0811,20170811,12,晴,乾燥
負傷,神戸市長田区,2017,1007,20171007,14,曇,湿潤
負傷,神戸市長田区,2017,1125,20171125,17,晴,乾燥
負傷,神戸市長田区,2017,1208,20171208,16,曇,乾燥
負傷,神戸市長田区,2017,0102,20170102,11,晴,乾燥
負傷,神戸市長田区,2017,0105,20170105,17,曇,乾燥
負傷,神戸市長田区,2017,0106,20170106,12,晴,乾燥
負傷,神戸市長田区,2017,0106,20170106,16,晴,乾燥
負傷,神戸市長田区,2017,0107,20170107,9,晴,乾燥
負傷,神戸市長田区,2017,0107,20170107,17,晴,乾燥
負傷,神戸市長田区,2017,0107,20170107,8,晴,乾燥
負傷,神戸市長田区,2017,0107,20170107,19,晴,乾燥
負傷,神戸市長田区,2017,0108,20170108,9,雨,湿潤
負傷,神戸市長田区,2017,0109,20170109,13,曇,乾燥
負傷,神戸市長田区,2017,0110,20170110,10,晴,乾燥
負傷,神戸市長田区,2017,0112,20170112,20,曇,乾燥
負傷,神戸市長田区,2017,0112,20170112,20,曇,乾燥
負傷,神戸市長田区,2017,0113,20170113,1,晴,乾燥
負傷,神戸市長田区,2016,1118,20161118,17,晴,乾燥
負傷,神戸市長田区,2017,0116,20170116,20,雨,湿潤
負傷,神戸市長田区,2017,0117,20170117,6,晴,乾燥
負傷,神戸市長田区,2017,0117,20170117,11,晴,乾燥
負傷,神戸市長田区,2017,0117,20170117,10,晴,乾燥
負傷,神戸市長田区,2017,0118,20170118,6,晴,乾燥
負傷,神戸市長田区,2017,0118,20170118,18,晴,乾燥
負傷,神戸市長田区,2017,0120,20170120,9,晴,乾燥
負傷,神戸市長田区,2017,0123,20170123,17,曇,乾燥
負傷,神戸市長田区,2017,0125,20170125,11,晴,乾燥
負傷,神戸市長田区,2017,0125,20170125,17,晴,乾燥
負傷,神戸市長田区,2017,0123,20170123,17,雪,湿潤
負傷,神戸市長田区,2017,0126,20170126,5,晴,乾燥
負傷,神戸市長田区,2017,0126,20170126,8,晴,乾燥
負傷,神戸市長田区,2016,1117,20161117,16,曇,乾燥
負傷,神戸市長田区,2017,0121,20170121,10,晴,乾燥
負傷,神戸市長田区,2017,0127,20170127,17,曇,乾燥
負傷,神戸市長田区,2017,0128,20170128,7,晴,乾燥
負傷,神戸市長田区,2017,0129,20170129,19,雨,湿潤
負傷,神戸市長田区,2017,0130,20170130,10,雨,湿潤
負傷,神戸市長田区,2017,0131,20170131,12,曇,乾燥
負傷,神戸市長田区,2017,0131,20170131,14,晴,乾燥
負傷,神戸市長田区,2017,0131,20170131,14,晴,乾燥
負傷,神戸市長田区,2017,0128,20170128,0,晴,乾燥
負傷,神戸市長田区,2017,0124,20170124,9,晴,乾燥
負傷,神戸市長田区,2017,0202,20170202,14,晴,乾燥
負傷,神戸市長田区,2017,0203,20170203,14,晴,乾燥
負傷,神戸市長田区,2017,0208,20170208,17,曇,乾燥
負傷,神戸市長田区,2017,0208,20170208,19,曇,乾燥
負傷,神戸市長田区,2017,0209,20170209,11,雨,湿潤
負傷,神戸市長田区,2017,0210,20170210,0,晴,乾燥
負傷,神戸市長田区,2017,0210,20170210,20,晴,乾燥
負傷,神戸市長田区,2017,0211,20170211,10,晴,乾燥
負傷,神戸市長田区,2017,0213,20170213,7,晴,乾燥
負傷,神戸市長田区,2017,0213,20170213,8,晴,乾燥
負傷,神戸市長田区,2017,0213,20170213,19,晴,乾燥
負傷,神戸市長田区,2017,0212,20170212,15,曇,乾燥
負傷,神戸市長田区,2017,0214,20170214,12,晴,乾燥
負傷,神戸市長田区,2017,0215,20170215,18,晴,乾燥
負傷,神戸市長田区,2017,0215,20170215,20,晴,乾燥
負傷,神戸市長田区,2017,0215,20170215,21,晴,乾燥
負傷,神戸市長田区,2017,0215,20170215,22,晴,乾燥
負傷,神戸市長田区,2017,0216,20170216,16,曇,乾燥
負傷,神戸市長田区,2017,0216,20170216,18,晴,乾燥
負傷,神戸市長田区,2017,0217,20170217,15,曇,湿潤
負傷,神戸市長田区,2017,0217,20170217,22,曇,乾燥
負傷,神戸市長田区,2017,0218,20170218,15,晴,乾燥
負傷,神戸市長田区,2017,0218,20170218,18,晴,乾燥
負傷,神戸市長田区,2017,0214,20170214,20,晴,乾燥
負傷,神戸市長田区,2017,0221,20170221,13,晴,乾燥
負傷,神戸市長田区,2017,0214,20170214,20,晴,乾燥
負傷,神戸市長田区,2017,0222,20170222,8,晴,乾燥
負傷,神戸市長田区,2017,0223,20170223,17,曇,乾燥
負傷,神戸市長田区,2017,0224,20170224,15,晴,乾燥
負傷,神戸市長田区,2017,0221,20170221,12,晴,乾燥
負傷,神戸市長田区,2017,0224,20170224,20,晴,乾燥
負傷,神戸市長田区,2017,0225,20170225,17,晴,乾燥
負傷,神戸市長田区,2017,0226,20170226,12,晴,乾燥
負傷,神戸市長田区,2017,0226,20170226,14,晴,乾燥
負傷,神戸市長田区,2017,0226,20170226,20,晴,乾燥
負傷,神戸市長田区,2017,0227,20170227,13,晴,乾燥
負傷,神戸市長田区,2017,0301,20170301,8,晴,乾燥
負傷,神戸市長田区,2017,0301,20170301,10,晴,乾燥
負傷,神戸市長田区,2017,0301,20170301,11,晴,乾燥
負傷,神戸市長田区,2017,0302,20170302,8,曇,湿潤
負傷,神戸市長田区,2017,0302,20170302,22,曇,乾燥
負傷,神戸市長田区,2017,0303,20170303,7,晴,湿潤
負傷,神戸市長田区,2017,0303,20170303,14,晴,乾燥
負傷,神戸市長田区,2017,0304,20170304,8,晴,乾燥
負傷,神戸市長田区,2017,0301,20170301,9,晴,乾燥
負傷,神戸市長田区,2017,0304,20170304,20,晴,乾燥
負傷,神戸市長田区,2017,0305,20170305,15,曇,乾燥
負傷,神戸市長田区,2017,0305,20170305,16,曇,乾燥
負傷,神戸市長田区,2017,0306,20170306,12,曇,乾燥
負傷,神戸市長田区,2017,0306,20170306,12,晴,乾燥
負傷,神戸市長田区,2017,0308,20170308,7,晴,乾燥
負傷,神戸市長田区,2017,0308,20170308,19,晴,乾燥
負傷,神戸市長田区,2017,0310,20170310,8,晴,乾燥
負傷,神戸市長田区,2017,0310,20170310,16,晴,乾燥
負傷,神戸市長田区,2017,0311,20170311,7,晴,乾燥
負傷,神戸市長田区,2017,0313,20170313,21,曇,乾燥
負傷,神戸市長田区,2017,0314,20170314,17,晴,乾燥
負傷,神戸市長田区,2017,0316,20170316,2,晴,乾燥
負傷,神戸市長田区,2017,0316,20170316,13,晴,乾燥
負傷,神戸市長田区,2017,0316,20170316,13,晴,乾燥
負傷,神戸市長田区,2017,0316,20170316,16,晴,乾燥
負傷,神戸市長田区,2017,0320,20170320,17,曇,乾燥
負傷,神戸市長田区,2017,0321,20170321,7,雨,湿潤
負傷,神戸市長田区,2017,0321,20170321,9,雨,湿潤
負傷,神戸市長田区,2017,0322,20170322,7,晴,乾燥
負傷,神戸市長田区,2017,0319,20170319,21,晴,乾燥
負傷,神戸市長田区,2017,0326,20170326,16,雨,湿潤
負傷,神戸市長田区,2017,0326,20170326,18,雨,湿潤
負傷,神戸市長田区,2017,0327,20170327,7,晴,乾燥
負傷,神戸市長田区,2017,0324,20170324,17,晴,乾燥
負傷,神戸市長田区,2017,0328,20170328,16,晴,乾燥
負傷,神戸市長田区,2017,0329,20170329,8,晴,乾燥
負傷,神戸市長田区,2017,0328,20170328,16,晴,乾燥
負傷,神戸市長田区,2017,0329,20170329,17,晴,乾燥
負傷,神戸市長田区,2017,0318,20170318,16,晴,乾燥
負傷,神戸市長田区,2017,0329,20170329,15,晴,乾燥
負傷,神戸市長田区,2017,0331,20170331,16,雨,湿潤
負傷,神戸市長田区,2017,0401,20170401,11,晴,乾燥
負傷,神戸市長田区,2017,0402,20170402,9,晴,乾燥
負傷,神戸市長田区,2017,0405,20170405,8,晴,乾燥
負傷,神戸市長田区,2017,0211,20170211,23,曇,乾燥
